test_id,beta,j,r,tau_c,n_tau,phi_over_pi,phi,k2_real,k2_imag,k4_real,k4_imag,p0_analytic,p1_analytic,p2_analytic,p0_mc,p1_mc,p2_mc,p0_mc_std,p1_mc_std,p2_mc_std,trace_distance,trace_distance_std,max_abs_error,max_abs_error_std,imag_leakage,imag_leakage_std,phase_replicas,mc_M_per_rep,mc_M_total
NHS-CNG-PHASE-v2,1.0,0.6,0.45,0.12,18,-0.375,-1.1780972450961724,0.17220754456429044,0.415745789630079,0.17220754456429044,-0.415745789630079,0.09831706529158249,0.7289956852391134,0.1726872494693041,0.09814627307615234,0.7298131692643955,0.1720405576594522,0.0014942470049120616,0.002924215624142125,0.0015616992065709161,0.002451498325667695,0.0016396551274920697,0.002451498325667693,0.0016396551274920667,0.016920701858575384,0.009327833956389683,10,18000,180000
NHS-CNG-PHASE-v2,1.0,0.6,0.45,0.12,18,-0.35,-1.0995574287564276,0.20429572488279607,0.4009529358847655,0.20429572488279607,-0.4009529358847655,0.10868943559474029,0.7134256897014289,0.1778848747038309,0.10923756279080363,0.7125911613299117,0.1781712758792845,0.0019162643489480573,0.003475036116216348,0.0019665354952322716,0.0029230654464349206,0.001972365982060698,0.002923065446434925,0.0019723659820607077,0.0179307432338592,0.010966312057060008,10,18000,180000
NHS-CNG-PHASE-v2,1.0,0.6,0.45,0.12,18,-0.32499999999999996,-1.0210176124166825,0.2351243541221771,0.38368807395934146,0.2351243541221771,-0.38368807395934146,0.11983073028982803,0.6959475804463503,0.18422168926382174,0.12050315272362719,0.694682195480046,0.1848146517963268,0.0020836051605030753,0.0036021241823582135,0.0024480878864044345,0.0029642991816394336,0.002470986812358251,0.0029642991816394237,0.0024709868123582858,0.01445299485757184,0.006598469604454761,10,18000,180000
NHS-CNG-PHASE-v2,1.0,0.6,0.45,0.12,18,-0.29999999999999993,-0.9424777960769377,0.264503363531613,0.36405764746872626,0.264503363531613,-0.36405764746872626,0.13164213346397508,0.676642712473098,0.19171515406292683,0.13161499844278585,0.6766776602570096,0.19170734130020456,0.0018943091074871707,0.0039154138969277365,0.0024436489470694646,0.003051466328560731,0.0023496912982151983,0.003051466328560723,0.0023496912982152013,0.013602460789478781,0.005044912045333842,10,18000,180000
NHS-CNG-PHASE-v2,1.0,0.6,0.45,0.12,18,-0.2749999999999999,-0.8639379797371928,0.29225162174858277,0.3421826845200138,0.29225162174858277,-0.3421826845200138,0.14398061609224633,0.6556332810598057,0.20038610284794786,0.14410079431964284,0.6552924740739974,0.20060673160635992,0.0026621797260452003,0.00392063063162679,0.00207432520202647,0.003330884019611763,0.0021377239906395676,0.003330884019611771,0.002137723990639561,0.015700141428659865,0.007180558720962148,10,18000,180000
NHS-CNG-PHASE-v2,1.0,0.6,0.45,0.12,18,-0.25,-0.7853981633974483,0.3181980515339464,0.3181980515339464,0.3181980515339464,-0.3181980515339464,0.15665768879741904,0.6330846467640303,0.21025766443855054,0.15664003383124134,0.6327354819239618,0.2106244842447969,0.0029348782130802463,0.0037481261890015306,0.001961389739927801,0.003543551259302452,0.0018355789676184875,0.003543551259302466,0.0018355789676184732,0.014250505248343153,0.005620216801664672,10,18000,180000
NHS-CNG-PHASE-v2,1.0,0.6,0.45,0.12,18,-0.22499999999999998,-0.7068583470577033,0.342182684520014,0.2922516217485826,0.342182684520014,-0.2922516217485826,0.16944139859649396,0.6092043368673052,0.22135426453620086,0.1681796663140277,0.6099267289273158,0.22189360475865655,0.002438421271487369,0.0038853480695538547,0.0022502344949811193,0.003502086300828239,0.001998467575071537,0.0035020863008282444,0.0019984675750715207,0.016507837819464334,0.004885343704779067,10,18000,180000
NHS-CNG-PHASE-v2,1.0,0.6,0.45,0.12,18,-0.19999999999999996,-0.6283185307179585,0.3640576474687264,0.26450336353161286,0.3640576474687264,-0.26450336353161286,0.18206196677100686,0.5842374121631957,0.2337006210657975,0.18125059855998432,0.5858473376258307,0.23290206381418493,0.002399732246247764,0.003537047512671993,0.001608755442408001,0.003061176636129133,0.0024044391323847425,0.0030611766361291286,0.0024044391323847195,0.010608059132228245,0.0047172866176931946,10,18000,180000
NHS-CNG-PHASE-v2,1.0,0.6,0.45,0.12,18,-0.17499999999999993,-0.5497787143782136,0.3836880739593415,0.23512435412217692,0.3836880739593415,-0.23512435412217692,0.19422105281519206,0.5584583625488443,0.24732058463596363,0.19390678344063356,0.5594950589713303,0.246598157588036,0.0032532720196290503,0.0035470923272679844,0.001456099537964269,0.003289640668657684,0.0020345074634649466,0.0032896406686576674,0.002034507463464965,0.012083263956157709,0.007369092494162816,10,18000,180000
NHS-CNG-PHASE-v2,1.0,0.6,0.45,0.12,18,-0.1499999999999999,-0.4712388980384687,0.4009529358847656,0.20429572488279593,0.4009529358847656,-0.20429572488279593,0.20560416974831905,0.5321602053391108,0.2622356249125702,0.20718033953235554,0.5313311214314129,0.2614885390362315,0.0034992913472647836,0.0037899969073645523,0.001154531799463498,0.0038006596132986194,0.0016559593260852443,0.0038006596132986042,0.0016559593260852504,0.012575517339042695,0.008257640276882389,10,18000,180000
NHS-CNG-PHASE-v2,1.0,0.6,0.45,0.12,18,-0.125,-0.39269908169872414,0.415745789630079,0.1722075445642904,0.415745789630079,-0.1722075445642904,0.21589536204104565,0.5056418958637735,0.2784627420951809,0.2163190409475261,0.5054414869107505,0.27823947214172345,0.0036652976085067073,0.0027424509053534264,0.0013577796235312706,0.0028066920097102876,0.0023936342439064527,0.002806692009710271,0.0023936342439064475,0.01311167035927958,0.006054048433434444,10,18000,180000
NHS-CNG-PHASE-v2,1.0,0.6,0.45,0.12,18,-0.09999999999999998,-0.31415926535897926,0.42797543233281915,0.13905764746872631,0.42797543233281915,-0.13905764746872631,0.22479297584506522,0.4791954179535263,0.2960116062014085,0.22753297473969325,0.476720880419101,0.2957461448412058,0.0036068530867711325,0.002565811046974181,0.0017039303517313808,0.004118617278211338,0.0019762576268215004,0.0041186172782113365,0.001976257626821495,0.01043998680266749,0.006641210983458078,10,18000,180000
NHS-CNG-PHASE-v2,1.0,0.6,0.45,0.12,18,-0.07499999999999996,-0.23561944901923434,0.4375664641789545,0.10505041373515737,0.4375664641789545,-0.10505041373515737,0.23202525368983437,0.45309394100116546,0.3148808053090003,0.23342781793093592,0.45257098592458067,0.3140011961444834,0.00347871260618577,0.002772595440867271,0.001081212035046291,0.003360899276261778,0.0015356334843008807,0.0033608992762617002,0.0015356334843008627,0.010942767659437197,0.005820448640266605,10,18000,180000
NHS-CNG-PHASE-v2,1.0,0.6,0.45,0.12,18,-0.04999999999999993,-0.15707963267948943,0.444459753267812,0.0703955092681038,0.444459753267812,-0.0703955092681038,0.23736457171639075,0.42758221058758594,0.33505321769602325,0.23693786697493727,0.4281258024432152,0.3349363305818477,0.0030124637546765903,0.0020860506654335766,0.0010588777935271868,0.002582140666606568,0.0013862722667518641,0.002582140666606564,0.001386272266751826,0.010831159734088203,0.007532845851454726,10,18000,180000
NHS-CNG-PHASE-v2,1.0,0.6,0.45,0.12,18,-0.02499999999999991,-0.07853981633974455,0.44861280017990757,0.0353065930775301,0.44861280017990757,-0.0353065930775301,0.24063935741449333,0.402869941056366,0.3564907015291406,0.23999888431020694,0.4031289595120374,0.35687215617775553,0.003708053411385724,0.0020735215008018696,0.0016600876656643572,0.0029347338138631814,0.0021634144537572317,0.0029347338138631662,0.002163414453757231,0.00860588211642896,0.007458392230046508,10,18000,180000
NHS-CNG-PHASE-v2,1.0,0.6,0.45,0.12,18,0.0,0.0,0.45,0.0,0.45,0.0,0.24174300355026193,0.3791284982248688,0.3791284982248692,0.2426868114176865,0.3786565942911567,0.37865659429115683,0.0033612012294382673,0.0016806006147191482,0.0016806006147191462,0.002758647479576877,0.001957476751199034,0.002758647479576873,0.001957476751199024,0.007595981673442297,0.007206713428592489,10,18000,180000
NHS-CNG-PHASE-v2,1.0,0.6,0.45,0.12,18,0.025000000000000133,0.07853981633974524,0.44861280017990757,-0.03530659307753041,0.44861280017990757,0.03530659307753041,0.24063935741449333,0.3564907015291401,0.4028699410563666,0.24089739481601286,0.35637890262986005,0.4027237025541271,0.00416552386928392,0.001950245941606093,0.002235845502955726,0.003406492331272171,0.002128855585254809,0.003406492331272171,0.002128855585254803,0.005406113485722399,0.004089329796578799,10,18000,180000
NHS-CNG-PHASE-v2,1.0,0.6,0.45,0.12,18,0.050000000000000044,0.1570796326794898,0.44445975326781195,-0.07039550926810395,0.44445975326781195,0.07039550926810395,0.23736457171639072,0.33505321769602286,0.42758221058758644,0.23873201868368388,0.33411160766864956,0.42715637364766657,0.004336715024878891,0.001856655464052043,0.0026165159439902864,0.0036651520039340064,0.002484948297024076,0.0036651520039339912,0.0024849482970240705,0.00812157399559205,0.005708242678442575,10,18000,180000
NHS-CNG-PHASE-v2,1.0,0.6,0.45,0.12,18,0.07499999999999996,0.23561944901923434,0.4375664641789545,-0.10505041373515737,0.4375664641789545,0.10505041373515737,0.2320252536898343,0.3148808053089999,0.45309394100116573,0.2314488367889736,0.3154980703293793,0.4530530928816471,0.004357423183985607,0.0015530931317375204,0.0029267035247008324,0.0034796481773465837,0.002483699571430896,0.003479648177346578,0.0024836995714308885,0.010985816472733306,0.008932025006345984,10,18000,180000
NHS-CNG-PHASE-v2,1.0,0.6,0.45,0.12,18,0.10000000000000009,0.3141592653589796,0.4279754323328191,-0.13905764746872645,0.4279754323328191,0.13905764746872645,0.2247929758450651,0.2960116062014081,0.4791954179535268,0.22623365688495797,0.29600545904323744,0.4777608840718046,0.002450867591054688,0.0008242602025650801,0.0017486592483708968,0.0022690919498418714,0.0017206444791525082,0.0022690919498418644,0.0017206444791525095,0.013088011994315429,0.0064856288335291175,10,18000,180000
NHS-CNG-PHASE-v2,1.0,0.6,0.45,0.12,18,0.125,0.39269908169872414,0.415745789630079,-0.1722075445642904,0.415745789630079,0.1722075445642904,0.21589536204104562,0.2784627420951806,0.5056418958637738,0.21789634438004715,0.2782225636918098,0.503881091928143,0.004677704692123869,0.0020024773505319393,0.0029389620095894462,0.0037480320216711285,0.0033269705652075824,0.003748032021671133,0.003326970565207566,0.011401895321721816,0.004932830567080591,10,18000,180000
NHS-CNG-PHASE-v2,1.0,0.6,0.45,0.12,18,0.15000000000000013,0.4712388980384694,0.40095293588476544,-0.20429572488279624,0.40095293588476544,0.20429572488279624,0.20560416974831883,0.26223562491256974,0.5321602053391115,0.20638514853500173,0.2622239137701546,0.5313909376948437,0.003602617651296168,0.0015963579392342764,0.003267533266814563,0.0031504047517767293,0.0024450589644600573,0.0031504047517767362,0.0024450589644600226,0.013494164849555571,0.006671793845724741,10,18000,180000
NHS-CNG-PHASE-v2,1.0,0.6,0.45,0.12,18,0.17500000000000004,0.5497787143782139,0.3836880739593415,-0.23512435412217703,0.3836880739593415,0.23512435412217703,0.19422105281519197,0.24732058463596326,0.5584583625488447,0.19280610893305247,0.24781488651548478,0.5593790045514627,0.003525438483637019,0.001594683580695548,0.002456348814715844,0.002918473263371664,0.002504381369676834,0.0029184732633716626,0.00250438136967684,0.01677738994898032,0.011498541241239935,10,18000,180000
NHS-CNG-PHASE-v2,1.0,0.6,0.45,0.12,18,0.20000000000000018,0.6283185307179592,0.3640576474687262,-0.26450336353161313,0.3640576474687262,0.26450336353161313,0.18206196677100667,0.2337006210657971,0.5842374121631961,0.18275948763887284,0.23301540574636012,0.584225106614767,0.004259792500622675,0.0010993545803236677,0.004084900957613329,0.003475348857794336,0.0028339565014469407,0.003475348857794347,0.0028339565014469186,0.009853753838755488,0.004481861982385399,10,18000,180000
NHS-CNG-PHASE-v2,1.0,0.6,0.45,0.12,18,0.2250000000000001,0.7068583470577038,0.3421826845200138,-0.29225162174858277,0.3421826845200138,0.29225162174858277,0.1694413985964938,0.22135426453620055,0.6092043368673057,0.17019305322263492,0.22113008810498158,0.6086768586723835,0.0022023403892607366,0.0017821869824036025,0.0028157354590215814,0.002589140323335301,0.0015577843397223071,0.002589140323335301,0.001557784339722305,0.012617712771571032,0.007542404484143643,10,18000,180000
NHS-CNG-PHASE-v2,1.0,0.6,0.45,0.12,18,0.25,0.7853981633974483,0.3181980515339464,-0.3181980515339464,0.3181980515339464,0.3181980515339464,0.15665768879741898,0.21025766443855032,0.6330846467640306,0.15754995177102724,0.21019305542782077,0.632256992801152,0.0020077795287849766,0.0012414358617069724,0.001978327799114923,0.0021858088398583886,0.0013414494592516543,0.0021858088398584025,0.00134144945925166,0.014459259792618908,0.006969588377575508,10,18000,180000
NHS-CNG-PHASE-v2,1.0,0.6,0.45,0.12,18,0.27500000000000013,0.8639379797371936,0.2922516217485825,-0.34218268452001405,0.2922516217485825,0.34218268452001405,0.14398061609224613,0.20038610284794756,0.6556332810598063,0.14391351406121503,0.20054707096353241,0.6555394149752525,0.0032777275943610003,0.0019148924449303817,0.004654394593679079,0.0037666794465184617,0.002727668170047894,0.003766679446518456,0.0027276681700478967,0.012410065803984491,0.007553393287650756,10,18000,180000
NHS-CNG-PHASE-v2,1.0,0.6,0.45,0.12,18,0.30000000000000004,0.942477796076938,0.26450336353161286,-0.3640576474687264,0.26450336353161286,0.3640576474687264,0.13164213346397496,0.19171515406292658,0.6766427124730985,0.13249888109006458,0.19165181898744893,0.6758492999224865,0.0016548672998399118,0.0015516666058690033,0.0013312197100611319,0.0017204049539516486,0.0012318620424025557,0.0017204049539516458,0.0012318620424025689,0.015290299627619014,0.005794897004039905,10,18000,180000
NHS-CNG-PHASE-v2,1.0,0.6,0.45,0.12,18,0.3250000000000002,1.0210176124166834,0.23512435412217678,-0.3836880739593416,0.23512435412217678,0.3836880739593416,0.11983073028982785,0.18422168926382146,0.6959475804463506,0.12082887560572822,0.18512323702161868,0.6940478873726532,0.0022086416403733953,0.002194119904114991,0.004015471437603687,0.0032792911229011326,0.0029225010860291292,0.003279291122901097,0.002922501086029145,0.016281342835754897,0.007564190855724759,10,18000,180000
NHS-CNG-PHASE-v2,1.0,0.6,0.45,0.12,18,0.3500000000000001,1.0995574287564278,0.204295724882796,-0.40095293588476555,0.204295724882796,0.40095293588476555,0.10868943559474022,0.17788487470383071,0.7134256897014292,0.10858299052740217,0.17792459206526906,0.7134924174073287,0.0017295433343965585,0.0021766122753114335,0.0032879477733273156,0.0028416439689691294,0.0017009982665973937,0.002841643968969093,0.0017009982665974026,0.012972355929262162,0.008330232634474277,10,18000,180000
NHS-CNG-PHASE-v2,1.0,0.6,0.45,0.12,18,0.375,1.1780972450961724,0.17220754456429044,-0.415745789630079,0.17220754456429044,0.415745789630079,0.09831706529158243,0.17268724946930386,0.7289956852391136,0.0970750663740959,0.1717819445781849,0.7311429890477192,0.0017635996156532988,0.001335095486796987,0.002785355104624077,0.0028088922653736565,0.0021326804515247656,0.0028088922653736444,0.0021326804515247994,0.018995018685855236,0.011761232172460164,10,18000,180000
NHS-CNG-PHASE-v2,1.0,0.6,0.45,0.12,18,0.40000000000000013,1.2566370614359177,0.13905764746872618,-0.42797543233281915,0.13905764746872618,0.42797543233281915,0.08877202273558177,0.16861590983091654,0.7426120674335016,0.08917365335628276,0.16876207808890092,0.7420642685548163,0.001754701092450054,0.002277126335169943,0.003407513078165204,0.0030115666075612017,0.0015590704784103676,0.0030115666075611947,0.0015590704784103338,0.009576577798858378,0.008251734689366052,10,18000,180000
NHS-CNG-PHASE-v2,1.0,0.6,0.45,0.12,18,0.42500000000000004,1.3351768777756623,0.10505041373515736,-0.4375664641789545,0.10505041373515736,0.4375664641789545,0.08007781965637047,0.16566378099181017,0.7542583993518194,0.0803917338401514,0.16526466767261397,0.7543435984872346,0.0012371187628814554,0.0019551511380842502,0.0030973258202671864,0.0025974652266758046,0.001512007073048536,0.0025974652266758103,0.0015120070730485513,0.012104467222461984,0.005770848855942859,10,18000,180000
NHS-CNG-PHASE-v2,1.0,0.6,0.45,0.12,18,0.4500000000000002,1.4137166941154076,0.07039550926810362,-0.444459753267812,0.07039550926810362,0.444459753267812,0.07222948659817607,0.1638309267801596,0.7639395866216644,0.07228795328629958,0.16301630018571028,0.7646957465279902,0.0016854164801438027,0.002793136132120974,0.004416487857603854,0.003780774679517717,0.002063532333801071,0.003780774679517718,0.0020635323338010925,0.013115582339619588,0.0064938926497095,10,18000,180000
NHS-CNG-PHASE-v2,1.0,0.6,0.45,0.12,18,0.4750000000000001,1.492256510455152,0.03530659307753015,-0.44861280017990757,0.03530659307753015,0.44861280017990757,0.06520015311941842,0.16312583148944218,0.7716740153911393,0.06452460297602237,0.1622270631450281,0.7732483338789496,0.0011816530439052542,0.0035187358489134108,0.004509394231770711,0.004016563159917907,0.0022975612147533696,0.004016563159917938,0.002297561214753351,0.015672577805056306,0.009424804931154494,10,18000,180000
NHS-CNG-PHASE-v2,1.0,0.6,0.45,0.12,18,0.5,1.5707963267948966,2.7554552980815448e-17,-0.45,2.7554552980815448e-17,0.45,0.058947250870566965,0.16356658048781977,0.7774861686416132,0.059060028559956554,0.16312242984692288,0.7778175415931206,0.0010771552497787626,0.002387015364087302,0.0033991832208820206,0.0024175040010571184,0.0023005235180370022,0.002417504001057108,0.002300523518036996,0.013949649121128203,0.00917723694515758,10,18000,180000
NHS-CNG-PHASE-v2,1.0,0.6,0.45,0.12,18,0.5250000000000001,1.6493361431346418,-0.035306593077530396,-0.44861280017990757,-0.035306593077530396,0.44861280017990757,0.05341798250996769,0.16518186132709214,0.7814001561629401,0.053488198054167845,0.16526625688198002,0.7812455450638521,0.00018783595125640033,0.001150328244712602,0.0012050991871547644,0.0010386487353915785,0.0006010678905088039,0.001038648735391557,0.0006010678905087874,0.011593269203794962,0.008381700262293682,10,18000,180000
NHS-CNG-PHASE-v2,1.0,0.6,0.45,0.12,18,0.55,1.7278759594743864,-0.07039550926810396,-0.44445975326781195,-0.07039550926810396,0.44445975326781195,0.048553872956926446,0.16801169957785575,0.7834344274652179,0.048747741609172605,0.16884618537962476,0.7824060730112026,0.0009308682162946331,0.0030177285119739714,0.0039177147664432544,0.0032354324858830776,0.002218568914509033,0.0032354324858830884,0.0022185689145090685,0.013719873282296388,0.005777261493130139,10,18000,180000
NHS-CNG-PHASE-v2,1.0,0.6,0.45,0.12,18,0.5750000000000002,1.8064157758141317,-0.10505041373515771,-0.4375664641789544,-0.10505041373515771,0.4375664641789544,0.044294357789683124,0.17210782997386365,0.7835978122364533,0.044379837141506985,0.1727024396206596,0.7829177232378334,0.0007137832425888671,0.0028708976658112363,0.0035580599510835567,0.0032073415073874075,0.0013204767888859237,0.0032073415073874067,0.0013204767888859447,0.011293837577839957,0.007149899980142305,10,18000,180000
NHS-CNG-PHASE-v2,1.0,0.6,0.45,0.12,18,0.6000000000000001,1.884955592153876,-0.1390576474687264,-0.4279754323328191,-0.1390576474687264,0.4279754323328191,0.040579460452864834,0.17753358239928796,0.7818869571478472,0.04068798858174756,0.17797234559053937,0.7813396658277132,0.000725088714942115,0.0030247209356072673,0.003739854913548995,0.003258586287281365,0.0015878029874966605,0.003258586287281351,0.001587802987496661,0.012176288454812027,0.007045015988085892,10,18000,180000
NHS-CNG-PHASE-v2,1.0,0.6,0.45,0.12,18,0.625,1.9634954084936207,-0.17220754456429038,-0.415745789630079,-0.17220754456429038,0.415745789630079,0.03735166801752487,0.1843631350415033,0.7782851969409719,0.0373548135847752,0.18447673815475346,0.7781684482604714,0.0004533039896475389,0.002632305163705083,0.0030807425855346343,0.002486966294912684,0.0016229281810839237,0.002486966294912707,0.0016229281810839226,0.00800367148439836,0.0046653791223878,10,18000,180000
NHS-CNG-PHASE-v2,1.0,0.6,0.45,0.12,18,0.6500000000000001,2.042035224833366,-0.2042957248827962,-0.40095293588476544,-0.2042957248827962,0.40095293588476544,0.03455714200374826,0.19267995767891077,0.772762900317341,0.03464725202880645,0.1932037156527441,0.7721490323184496,0.000471741557146344,0.0025757426223819413,0.0030468626806784567,0.0022536243578134825,0.002014681157391315,0.0022536243578134773,0.0020146811573913087,0.009448662436070204,0.01086723061338458,10,18000,180000
NHS-CNG-PHASE-v2,1.0,0.6,0.45,0.12,18,0.675,2.1205750411731104,-0.23512435412217697,-0.3836880739593415,-0.23512435412217697,0.3836880739593415,0.03214640520454341,0.2025742437610812,0.7652793510343754,0.03230369104693396,0.2035372800502911,0.764159028902775,0.0004308831215615831,0.0026892978297880094,0.0031201179501444795,0.0023847728989675235,0.0021933237890967875,0.0023847728989675244,0.0021933237890967906,0.009443678836509047,0.0075197829624378916,10,18000,180000
NHS-CNG-PHASE-v2,1.0,0.6,0.45,0.12,18,0.7000000000000002,2.1991148575128556,-0.264503363531613,-0.36405764746872626,-0.264503363531613,0.36405764746872626,0.030074635904525405,0.21413912140725652,0.755786242688218,0.03017974539093028,0.21487698809958128,0.7549432665094884,0.00039728721422386507,0.0028269823537796193,0.0032216464696622695,0.0026999499859718555,0.001751819463394381,0.0026999499859718724,0.0017518194633943881,0.01704804983430821,0.010674697486468182,10,18000,180000
NHS-CNG-PHASE-v2,1.0,0.6,0.45,0.12,18,0.7250000000000001,2.2776546738526005,-0.29225162174858277,-0.3421826845200138,-0.29225162174858277,0.3421826845200138,0.028301684069723214,0.22746545502778573,0.744232860902491,0.028541310564142643,0.22933060403463723,0.7421280854012201,0.0004971619438578424,0.003954610148259457,0.004442228731423685,0.003942764010436523,0.0027171775308650493,0.003942764010436517,0.0027171775308650363,0.01072580187615921,0.009368524364106226,10,18000,180000
NHS-CNG-PHASE-v2,1.0,0.6,0.45,0.12,18,0.75,2.356194490192345,-0.31819805153394637,-0.3181980515339464,-0.31819805153394637,0.3181980515339464,0.026791904741719032,0.24263511791541445,0.7305729773428665,0.02706808646932307,0.2445455824124009,0.728386331118276,0.00045834256116217606,0.0034827279135696723,0.0039352439830593585,0.003178282025783831,0.0030944912880615867,0.003178282025783839,0.0030944912880615815,0.01174947130173834,0.004151758321534276,10,18000,180000
NHS-CNG-PHASE-v2,1.0,0.6,0.45,0.12,18,0.7750000000000001,2.43473430653209,-0.34218268452001405,-0.29225162174858255,-0.34218268452001405,0.29225162174858255,0.025513884938014757,0.2597127486679167,0.7147733663940685,0.02552053257373803,0.2600024798165112,0.7144769876097505,0.00030371199685863575,0.0038475453221656452,0.004128900285218604,0.003044937271849934,0.0026222644097800155,0.0030449372718499455,0.002622264409780022,0.013399114188497055,0.005136016188419971,10,18000,180000
NHS-CNG-PHASE-v2,1.0,0.6,0.45,0.12,18,0.8,2.5132741228718345,-0.3640576474687263,-0.26450336353161297,-0.3640576474687263,0.26450336353161297,0.02444012331783643,0.27873621204219695,0.6968236646399667,0.024338782231845747,0.2773328265033835,0.6983283912647709,0.0003577118110540963,0.00549432213594189,0.005773578101549242,0.005079521915675229,0.0027349087781461654,0.005079521915675211,0.0027349087781461524,0.009732129139010112,0.004729495500259549,10,18000,180000
NHS-CNG-PHASE-v2,1.0,0.6,0.45,0.12,18,0.8250000000000002,2.5918139392115798,-0.38368807395934157,-0.23512435412217686,-0.38368807395934157,0.23512435412217686,0.023546707136178843,0.29970626572526193,0.6767470271385593,0.02374262095928551,0.30135916437498916,0.6748982146657253,0.00026408670514850596,0.0047322354772555905,0.004959209480935322,0.0036981002561182314,0.0036577754927088982,0.003698100256118245,0.0036577754927088982,0.012773033428906936,0.005907137776103565,10,18000,180000
NHS-CNG-PHASE-v2,1.0,0.6,0.45,0.12,18,0.8500000000000001,2.6703537555513246,-0.4009529358847656,-0.2042957248827959,-0.4009529358847656,0.2042957248827959,0.022813018329474535,0.32257626366645453,0.6546107180040709,0.022915895806971145,0.323681992229977,0.6534021119630519,0.0002357290660190431,0.0042168996684981575,0.004314916393784354,0.003253328685767129,0.0029317472562465615,0.003253328685767115,0.0029317472562465628,0.0125694406218574,0.005456923349468777,10,18000,180000
NHS-CNG-PHASE-v2,1.0,0.6,0.45,0.12,18,0.875,2.748893571891069,-0.415745789630079,-0.17220754456429047,-0.415745789630079,0.17220754456429047,0.02222148940526043,0.3472430490026072,0.6305354615921324,0.022160307618832465,0.34552427860509427,0.6323154137760734,0.0002473735995660426,0.003796511461264411,0.004000722172587723,0.0035595263110451587,0.0023353815626758747,0.0035595263110451665,0.002335381562675867,0.013766736552044684,0.0069040302333566944,10,18000,180000
NHS-CNG-PHASE-v2,1.0,0.6,0.45,0.12,18,0.9000000000000001,2.8274333882308142,-0.42797543233281915,-0.1390576474687262,-0.42797543233281915,0.1390576474687262,0.021757419637694536,0.3735404201004529,0.6047021602618524,0.02177247977588122,0.37285155363479683,0.6053759665893219,0.000195868007492559,0.004428839850369905,0.004594108815065673,0.0039810649511682695,0.002011559181030148,0.003981064951168262,0.0020115591810301887,0.01142881867578976,0.002765175588416917,10,18000,180000
NHS-CNG-PHASE-v2,1.0,0.6,0.45,0.12,18,0.925,2.9059732045705586,-0.43756646417895445,-0.10505041373515749,-0.43756646417895445,0.10505041373515749,0.021408852721959165,0.40123659014005897,0.5773545571379819,0.02138036899138926,0.40199671313795315,0.5766229178706576,0.0003746138232111102,0.003572991486688713,0.0036634495264009576,0.003033358567711417,0.0021145355229072508,0.003033358567711403,0.0021145355229072573,0.016362888825334702,0.006959720438942807,10,18000,180000
NHS-CNG-PHASE-v2,1.0,0.6,0.45,0.12,18,0.9500000000000002,2.984513020910304,-0.444459753267812,-0.07039550926810374,-0.444459753267812,0.07039550926810374,0.021166508840226087,0.43003681528384435,0.5487966758759295,0.021191224462051385,0.43104472426384755,0.5477640512741011,0.00028801290510960926,0.004418202618800571,0.004446037901706402,0.004136776761919632,0.0016256864385890562,0.004136776761919636,0.0016256864385890584,0.014480716355372564,0.0074929711666719,10,18000,180000
NHS-CNG-PHASE-v2,1.0,0.6,0.45,0.12,18,0.9750000000000001,3.0630528372500487,-0.44861280017990757,-0.035306593077530084,-0.44861280017990757,0.035306593077530084,0.02102375785443294,0.45959180364491514,0.5193844385006519,0.02084039678078043,0.45641019952804,0.5227494036911796,0.0003362828342180345,0.006476428999423681,0.006501331177709768,0.0054847472628696044,0.004754347603083806,0.0054847472628696105,0.004754347603083832,0.011931515558397771,0.004045210692478792,10,18000,180000
NHS-CNG-PHASE-v2,1.0,0.6,0.45,0.12,18,1.0,3.141592653589793,-0.45,-5.5109105961630896e-17,-0.45,5.5109105961630896e-17,0.020976617104811728,0.48951169144759404,0.48951169144759427,0.021076999062898852,0.4879006256020867,0.4910223753350145,0.0003094569727599219,0.0053468814342863035,0.005178868446808344,0.0045719725002107995,0.0029102907679080395,0.004571972500210792,0.002910290767908057,0.012505701383567144,0.007012584321540842,10,18000,180000
NHS-CNG-PHASE-v2,1.0,0.6,0.45,0.35,18,-1.0,-3.141592653589793,-0.45,5.5109105961630896e-17,-0.45,-5.5109105961630896e-17,0.020976617104811728,0.48951169144759404,0.48951169144759427,0.020902002272079688,0.49029168644134496,0.48880631128657537,0.00024953376357979984,0.004954862200742556,0.004935437775110719,0.003702906633315433,0.0032396100529795183,0.003702906633315412,0.003239610052979519,0.015146096645063995,0.008597427257557216,10,18000,180000
NHS-CNG-PHASE-v2,1.0,0.6,0.45,0.35,18,-0.975,-3.0630528372500483,-0.44861280017990757,0.035306593077530285,-0.44861280017990757,-0.035306593077530285,0.02102375785443294,0.5193844385006519,0.45959180364491514,0.021057909797949186,0.519013453844358,0.45992863635769277,0.0002693048469016388,0.004291209051652243,0.004209413106434565,0.0033703975817207478,0.0025058988602847977,0.0033703975817207673,0.002505898860284783,0.016766509970491287,0.007508355319683773,10,18000,180000
