test_id,beta,j,r,tau_c,n_tau,phi_over_pi,phi,k2_real,k2_imag,k4_real,k4_imag,p0_analytic,p1_analytic,p2_analytic,p0_mc,p1_mc,p2_mc,p0_mc_std,p1_mc_std,p2_mc_std,trace_distance,trace_distance_std,max_abs_error,max_abs_error_std,imag_leakage,imag_leakage_std,phase_replicas,mc_M_per_rep,mc_M_total
NHS-CNG-PHASE-v2,1.0,0.6,0.45,0.04,18,-0.09999999999999998,-0.31415926535897926,0.42797543233281915,0.13905764746872631,0.42797543233281915,-0.13905764746872631,0.22479297584506522,0.4791954179535263,0.2960116062014085,0.22377772509205637,0.48009550202595486,0.29612677288198874,0.002607487121194697,0.002065575931642675,0.0011226440868246045,0.002375686708386089,0.0016076210622077466,0.0023756867083860904,0.001607621062207747,0.01184226047633358,0.0070369894307259,10,18000,180000
NHS-CNG-PHASE-v2,1.0,0.6,0.45,0.04,18,-0.07499999999999996,-0.23561944901923434,0.4375664641789545,0.10505041373515737,0.4375664641789545,-0.10505041373515737,0.23202525368983437,0.45309394100116546,0.3148808053090003,0.23300657070022202,0.4525910516258584,0.31440237767391954,0.0045418017599491226,0.00272507938280082,0.0022291751419699184,0.0037284485797450056,0.0025739029748244597,0.003728448579745014,0.0025739029748244485,0.01106644580140068,0.00649729484907279,10,18000,180000
NHS-CNG-PHASE-v2,1.0,0.6,0.45,0.04,18,-0.04999999999999993,-0.15707963267948943,0.444459753267812,0.0703955092681038,0.444459753267812,-0.0703955092681038,0.23736457171639075,0.42758221058758594,0.33505321769602325,0.23764283913282344,0.427468603985255,0.33488855688192154,0.0037993885398698167,0.0020859533827174994,0.0017928651791778091,0.00279881826824369,0.002416397551134565,0.0027988182682436883,0.0024163975511345584,0.009098262458105766,0.00848744052547027,10,18000,180000
NHS-CNG-PHASE-v2,1.0,0.6,0.45,0.04,18,-0.02499999999999991,-0.07853981633974455,0.44861280017990757,0.0353065930775301,0.44861280017990757,-0.0353065930775301,0.24063935741449333,0.402869941056366,0.3564907015291406,0.2406539873369653,0.4029063638621599,0.35643964880087486,0.0033748451476701643,0.0019485965200327928,0.0014546541540492286,0.002718682912285135,0.0017868401324763919,0.0027186829122851307,0.0017868401324764238,0.009543807358622673,0.0051409745109685006,10,18000,180000
NHS-CNG-PHASE-v2,1.0,0.6,0.45,0.04,18,0.0,0.0,0.45,0.0,0.45,0.0,0.24174300355026193,0.3791284982248688,0.3791284982248692,0.24257253837633588,0.37871373081183207,0.3787137308118321,0.004506694549774541,0.00225334727488727,0.0022533472748872798,0.003299117350563446,0.0029968907820071607,0.003299117350563446,0.0029968907820071625,0.011853089863890123,0.007850160612998423,10,18000,180000
NHS-CNG-PHASE-v2,1.0,0.6,0.45,0.04,18,0.025000000000000133,0.07853981633974524,0.44861280017990757,-0.03530659307753041,0.44861280017990757,0.03530659307753041,0.24063935741449333,0.3564907015291401,0.4028699410563666,0.23934204814644572,0.35702993267914046,0.40362801917441365,0.0035389453892579583,0.001604093971381166,0.001972977569317663,0.003292440780272543,0.0015328137042328936,0.003292440780272532,0.0015328137042328951,0.010781881313863638,0.008450890939368504,10,18000,180000
NHS-CNG-PHASE-v2,1.0,0.6,0.45,0.04,18,0.050000000000000044,0.1570796326794898,0.44445975326781195,-0.07039550926810395,0.44445975326781195,0.07039550926810395,0.23736457171639072,0.33505321769602286,0.42758221058758644,0.23546798697566432,0.3357474392153401,0.42878457380899554,0.002922622170018161,0.001202244373272745,0.0018172799749190836,0.002669412362194784,0.0021592936698305288,0.0026694123621948005,0.0021592936698305366,0.009144637463210332,0.006882811163558536,10,18000,180000
NHS-CNG-PHASE-v2,1.0,0.6,0.45,0.04,18,0.07499999999999996,0.23561944901923434,0.4375664641789545,-0.10505041373515737,0.4375664641789545,0.10505041373515737,0.2320252536898343,0.3148808053089999,0.45309394100116573,0.23333723661456623,0.314036044210927,0.4526267191745067,0.005001329473506887,0.002148172462258677,0.0031133748416158923,0.003807812054629377,0.0033526683891428404,0.0038078120546293863,0.003352668389142869,0.007236975294541199,0.005072640215714915,10,18000,180000
NHS-CNG-PHASE-v2,1.0,0.6,0.45,0.04,18,0.10000000000000009,0.3141592653589796,0.4279754323328191,-0.13905764746872645,0.4279754323328191,0.13905764746872645,0.2247929758450651,0.2960116062014081,0.4791954179535268,0.22390553931509802,0.29660849420728924,0.4794859664776128,0.003800839901553222,0.0017893089128268556,0.002386406600039069,0.0032855514860018987,0.0019469019015243725,0.0032855514860018918,0.001946901901524359,0.012057831123628812,0.009200303106180661,10,18000,180000
NHS-CNG-PHASE-v2,1.0,0.6,0.45,0.04,18,0.125,0.39269908169872414,0.415745789630079,-0.1722075445642904,0.415745789630079,0.1722075445642904,0.21589536204104562,0.2784627420951806,0.5056418958637738,0.21819852349560662,0.2777089142806229,0.5040925622237704,0.002719626822020697,0.0013570234723399867,0.0021674600791528405,0.003140831958713057,0.0016521812232867775,0.0031408319587130527,0.001652181223286775,0.012056456763131038,0.004597953572268536,10,18000,180000
NHS-CNG-PHASE-v2,1.0,0.6,0.45,0.04,18,0.15000000000000013,0.4712388980384694,0.40095293588476544,-0.20429572488279624,0.40095293588476544,0.20429572488279624,0.20560416974831883,0.26223562491256974,0.5321602053391115,0.20642523398241125,0.26217183313336145,0.5314029328842274,0.0033583271905548604,0.0012735941693649384,0.002964652805174741,0.003138728357232759,0.0018078215181079797,0.0031387283572327646,0.0018078215181079743,0.012781642697265375,0.00808087775570411,10,18000,180000
NHS-CNG-PHASE-v2,1.0,0.6,0.45,0.04,18,0.17500000000000004,0.5497787143782139,0.3836880739593415,-0.23512435412217703,0.3836880739593415,0.23512435412217703,0.19422105281519197,0.24732058463596326,0.5584583625488447,0.19451952339790068,0.24803664082327148,0.5574438357788278,0.0028242337858750037,0.0013264600284774942,0.003254943148878065,0.002989767777108554,0.0017026081074185378,0.0029897677771085623,0.001702608107418546,0.017355313179447794,0.007772287425274287,10,18000,180000
NHS-CNG-PHASE-v2,1.0,0.6,0.45,0.04,18,0.20000000000000018,0.6283185307179592,0.3640576474687262,-0.26450336353161313,0.3640576474687262,0.26450336353161313,0.18206196677100667,0.2337006210657971,0.5842374121631961,0.183295383714771,0.2331732732182213,0.5835313430670077,0.004056254004744557,0.001407906223623321,0.004232846841430234,0.004333827587361332,0.001458311219826121,0.004333827587361366,0.0014583112198261017,0.016537180286098286,0.008694731141947605,10,18000,180000
NHS-CNG-PHASE-v2,1.0,0.6,0.45,0.04,18,0.2250000000000001,0.7068583470577038,0.3421826845200138,-0.29225162174858277,0.3421826845200138,0.29225162174858277,0.1694413985964938,0.22135426453620055,0.6092043368673057,0.17098432853702328,0.22083955979624398,0.6081761116667328,0.0021221815962847996,0.0023927501931366225,0.0015750818639917014,0.0026734383603492576,0.0013784288988475982,0.002673438360349262,0.0013784288988475774,0.01434562363772463,0.005929216293234067,10,18000,180000
NHS-CNG-PHASE-v2,1.0,0.6,0.45,0.04,18,0.25,0.7853981633974483,0.3181980515339464,-0.3181980515339464,0.3181980515339464,0.3181980515339464,0.15665768879741898,0.21025766443855032,0.6330846467640306,0.15683069401690666,0.2100312215091594,0.6331380844739339,0.0014883421189934931,0.0020277707950274743,0.002095614081370434,0.0023089370008901834,0.0009680290868402049,0.0023089370008901574,0.0009680290868402016,0.018670028111486138,0.008625046777802568,10,18000,180000
NHS-CNG-PHASE-v2,1.0,0.6,0.45,0.04,18,0.27500000000000013,0.8639379797371936,0.2922516217485825,-0.34218268452001405,0.2922516217485825,0.34218268452001405,0.14398061609224613,0.20038610284794756,0.6556332810598063,0.14324403255941506,0.20045164704803436,0.6563043203925505,0.0025143049057147894,0.0014240932963400443,0.0027155720091567603,0.002539815629029778,0.0016624437501186902,0.0025398156290297818,0.0016624437501186941,0.015701321059502324,0.00825893102447309,10,18000,180000
NHS-CNG-PHASE-v2,1.0,0.6,0.45,0.04,18,0.30000000000000004,0.942477796076938,0.26450336353161286,-0.3640576474687264,0.26450336353161286,0.3640576474687264,0.13164213346397496,0.19171515406292658,0.6766427124730985,0.1322317631874446,0.19241187917356353,0.6753563576389918,0.002519375736172846,0.0016004726081523069,0.003683655267332443,0.002969204520397885,0.0025063816479022434,0.002969204520397878,0.0025063816479022408,0.01684778604702284,0.008093572956890394,10,18000,180000
NHS-CNG-PHASE-v2,1.0,0.6,0.45,0.04,18,0.3250000000000002,1.0210176124166834,0.23512435412217678,-0.3836880739593416,0.23512435412217678,0.3836880739593416,0.11983073028982785,0.18422168926382146,0.6959475804463506,0.11933469403221644,0.1847947218639429,0.6958705841038406,0.002926776476381203,0.0018218234047204043,0.004125864798324432,0.003534135940090391,0.002053896250478677,0.003534135940090402,0.0020538962504786677,0.0144600336444033,0.008171688050487878,10,18000,180000
NHS-CNG-PHASE-v2,1.0,0.6,0.45,0.04,18,0.3500000000000001,1.0995574287564278,0.204295724882796,-0.40095293588476555,0.204295724882796,0.40095293588476555,0.10868943559474022,0.17788487470383071,0.7134256897014292,0.10817535284096105,0.1770288427327526,0.7147958044262863,0.0020181755396739567,0.0023227096120049186,0.0033207069597036816,0.0030645770404480466,0.0021347239056612507,0.003064577040448056,0.002134723905661245,0.015001540379752812,0.008920140005289496,10,18000,180000
NHS-CNG-PHASE-v2,1.0,0.6,0.45,0.04,18,0.375,1.1780972450961724,0.17220754456429044,-0.415745789630079,0.17220754456429044,0.415745789630079,0.09831706529158243,0.17268724946930386,0.7289956852391136,0.09795064816112678,0.17268508857491657,0.7293642632639565,0.001291059604273485,0.0025356454775078666,0.00318781005858056,0.0027878681504452385,0.0015334795985285238,0.0027878681504452454,0.001533479598528561,0.011838728187646901,0.008473095851420982,10,18000,180000
NHS-CNG-PHASE-v2,1.0,0.6,0.45,0.04,18,0.40000000000000013,1.2566370614359177,0.13905764746872618,-0.42797543233281915,0.13905764746872618,0.42797543233281915,0.08877202273558177,0.16861590983091654,0.7426120674335016,0.08870487271738972,0.167890332680035,0.7434047946025754,0.0009350952995070558,0.001777077733193398,0.0022766759364584483,0.0020913462707124767,0.0012620979557365325,0.002091346270712474,0.00126209795573656,0.01776197812047402,0.008909455250074468,10,18000,180000
NHS-CNG-PHASE-v2,1.0,0.6,0.45,0.04,18,0.42500000000000004,1.3351768777756623,0.10505041373515736,-0.4375664641789545,0.10505041373515736,0.4375664641789545,0.08007781965637047,0.16566378099181017,0.7542583993518194,0.0793164612043398,0.16497477795399576,0.7557087608416645,0.0014591180600252195,0.0024989642019876955,0.0037377844712620013,0.0036480098933074634,0.001324946333124197,0.0036480098933074716,0.0013249463331242216,0.01975463605874983,0.005314130979677535,10,18000,180000
NHS-CNG-PHASE-v2,1.0,0.6,0.45,0.04,18,0.4500000000000002,1.4137166941154076,0.07039550926810362,-0.444459753267812,0.07039550926810362,0.444459753267812,0.07222948659817607,0.1638309267801596,0.7639395866216644,0.07224992122417347,0.1639787202484175,0.7637713585274091,0.0011669278330437521,0.0024155470703599944,0.003434004449123862,0.0023168346595540427,0.002476813155787351,0.0023168346595540457,0.0024768131557873353,0.010841700144179121,0.005427273450726896,10,18000,180000
NHS-CNG-PHASE-v2,1.0,0.6,0.45,0.04,18,0.4750000000000001,1.492256510455152,0.03530659307753015,-0.44861280017990757,0.03530659307753015,0.44861280017990757,0.06520015311941842,0.16312583148944218,0.7716740153911393,0.06573052089569072,0.1647595419885384,0.7695099371157709,0.0009018268892803294,0.002464768602290068,0.003233082353880748,0.0034911100600540325,0.0014540841664424777,0.0034911100600540034,0.0014540841664424822,0.009388316334877446,0.0039010805656901023,10,18000,180000
NHS-CNG-PHASE-v2,1.0,0.6,0.45,0.04,18,0.5,1.5707963267948966,2.7554552980815448e-17,-0.45,2.7554552980815448e-17,0.45,0.058947250870566965,0.16356658048781977,0.7774861686416132,0.05910451309949423,0.1640616393074435,0.7768338475930623,0.0012524764882324818,0.0026835021548689848,0.0038980457742967415,0.0031764809200830455,0.00211102305040115,0.0031764809200830356,0.0021110230504011486,0.01096873831154048,0.0055648096895063144,10,18000,180000
NHS-CNG-PHASE-v2,1.0,0.6,0.45,0.04,18,0.5250000000000001,1.6493361431346418,-0.035306593077530396,-0.44861280017990757,-0.035306593077530396,0.44861280017990757,0.05341798250996769,0.16518186132709214,0.7814001561629401,0.053513591671985404,0.16531478171903083,0.7811716266089838,0.0011947093618033373,0.003512973187337231,0.004635367413964165,0.003727217225861007,0.0024931926031138457,0.00372721722586099,0.0024931926031138444,0.013245521232173967,0.00649184622408895,10,18000,180000
NHS-CNG-PHASE-v2,1.0,0.6,0.45,0.04,18,0.55,1.7278759594743864,-0.07039550926810396,-0.44445975326781195,-0.07039550926810396,0.44445975326781195,0.048553872956926446,0.16801169957785575,0.7834344274652179,0.0485590703183972,0.16792309389322016,0.7835178357883826,0.0009973153667339326,0.0032269436041402104,0.004187037918694099,0.003365527162747185,0.002225693835515879,0.003365527162747184,0.0022256938355158786,0.01215477083959292,0.00527891856613731,10,18000,180000
NHS-CNG-PHASE-v2,1.0,0.6,0.45,0.04,18,0.5750000000000002,1.8064157758141317,-0.10505041373515771,-0.4375664641789544,-0.10505041373515771,0.4375664641789544,0.044294357789683124,0.17210782997386365,0.7835978122364533,0.04435735687071999,0.17234766068803528,0.7832949824412447,0.0007844756809275819,0.0029007974003555925,0.003676567544680613,0.003025735437813812,0.0018565394824070739,0.0030257354378138146,0.0018565394824070552,0.011584711672507991,0.006089178327735955,10,18000,180000
NHS-CNG-PHASE-v2,1.0,0.6,0.45,0.04,18,0.6000000000000001,1.884955592153876,-0.1390576474687264,-0.4279754323328191,-0.1390576474687264,0.4279754323328191,0.040579460452864834,0.17753358239928796,0.7818869571478472,0.0406095152768634,0.17729214854073128,0.7820983361824054,0.000506260395417826,0.0021031932622599656,0.0025933349511815915,0.0019281359199287851,0.001626113472413791,0.0019281359199287973,0.0016261134724138027,0.00948622401746366,0.005234981080403251,10,18000,180000
NHS-CNG-PHASE-v2,1.0,0.6,0.45,0.04,18,0.625,1.9634954084936207,-0.17220754456429038,-0.415745789630079,-0.17220754456429038,0.415745789630079,0.03735166801752487,0.1843631350415033,0.7782851969409719,0.03770338965490085,0.18584529539975453,0.7764513149453446,0.00043938859740296144,0.00203520913819613,0.0024679085978600956,0.0021491404127343097,0.002167845994312465,0.0021491404127343405,0.0021678459943124807,0.014799095958504704,0.010470942818092523,10,18000,180000
NHS-CNG-PHASE-v2,1.0,0.6,0.45,0.04,18,0.6500000000000001,2.042035224833366,-0.2042957248827962,-0.40095293588476544,-0.2042957248827962,0.40095293588476544,0.03455714200374826,0.19267995767891077,0.772762900317341,0.03468937737486104,0.19345634594107705,0.7718542766840619,0.0003403786614883594,0.001934331524186449,0.0022739070017535213,0.001906154424677124,0.001432076954635499,0.001906154424677131,0.001432076954635506,0.009462864381568974,0.005449826668438754,10,18000,180000
NHS-CNG-PHASE-v2,1.0,0.6,0.45,0.04,18,0.675,2.1205750411731104,-0.23512435412217697,-0.3836880739593415,-0.23512435412217697,0.3836880739593415,0.03214640520454341,0.2025742437610812,0.7652793510343754,0.032009249989737636,0.2016844955292088,0.7663062544810536,0.0005469232864456893,0.0034656545099660614,0.004012387227849162,0.0035489690885829954,0.0018100568550519407,0.003548969088582965,0.001810056855051939,0.006106942171060458,0.0045124823574052,10,18000,180000
NHS-CNG-PHASE-v2,1.0,0.6,0.45,0.04,18,0.7000000000000002,2.1991148575128556,-0.264503363531613,-0.36405764746872626,-0.264503363531613,0.36405764746872626,0.030074635904525405,0.21413912140725652,0.755786242688218,0.030183489283251312,0.21487972168298658,0.754936789033762,0.0005603584528275724,0.004209919831229285,0.004767660265105042,0.0035705667935845516,0.0030605283216274533,0.00357056679358454,0.0030605283216274485,0.010707082014352831,0.00769320556205582,10,18000,180000
NHS-CNG-PHASE-v2,1.0,0.6,0.45,0.04,18,0.7250000000000001,2.2776546738526005,-0.29225162174858277,-0.3421826845200138,-0.29225162174858277,0.3421826845200138,0.028301684069723214,0.22746545502778573,0.744232860902491,0.02799118219888338,0.22496681793666834,0.7470419998644482,0.00039592182518622716,0.0032498829385325225,0.003634565521973113,0.0033488669823857247,0.003084983616386744,0.003348866982385723,0.003084983616386776,0.01057638894374761,0.010756088515328029,10,18000,180000
NHS-CNG-PHASE-v2,1.0,0.6,0.45,0.04,18,0.75,2.356194490192345,-0.31819805153394637,-0.3181980515339464,-0.31819805153394637,0.3181980515339464,0.026791904741719032,0.24263511791541445,0.7305729773428665,0.026937971886489682,0.24382290290786796,0.7292391252056424,0.0004541532868800146,0.0044957841126844885,0.004933327131919706,0.004268387596774633,0.002463956569593723,0.004268387596774626,0.0024639565695937066,0.01097371370501126,0.007677940658940153,10,18000,180000
NHS-CNG-PHASE-v2,1.0,0.6,0.45,0.04,18,0.7750000000000001,2.43473430653209,-0.34218268452001405,-0.29225162174858255,-0.34218268452001405,0.29225162174858255,0.025513884938014757,0.2597127486679167,0.7147733663940685,0.025492799528916282,0.25823998744474636,0.7162672130263374,0.0003690000341595288,0.003588998269638565,0.003926326150102212,0.0033785226203128264,0.002285982520818242,0.003378522620312835,0.0022859825208182516,0.01456431534400741,0.005150174125729706,10,18000,180000
NHS-CNG-PHASE-v2,1.0,0.6,0.45,0.04,18,0.8,2.5132741228718345,-0.3640576474687263,-0.26450336353161297,-0.3640576474687263,0.26450336353161297,0.02444012331783643,0.27873621204219695,0.6968236646399667,0.024344047824083732,0.2771888032648719,0.6984671489110443,0.00023513149887812815,0.0033201676832638406,0.0035215136464817704,0.0028099820740486487,0.002581428391866118,0.0028099820740486612,0.0025814283918660793,0.015854067422978204,0.007257034991283123,10,18000,180000
NHS-CNG-PHASE-v2,1.0,0.6,0.45,0.04,18,0.8250000000000002,2.5918139392115798,-0.38368807395934157,-0.23512435412217686,-0.38368807395934157,0.23512435412217686,0.023546707136178843,0.29970626572526193,0.6767470271385593,0.023600171266209957,0.3007454380028846,0.6756543907309054,0.00019017348208012067,0.0030741739798729167,0.0031561857633165195,0.0018758587614488773,0.0027289684219688128,0.001875858761448862,0.0027289684219688162,0.015291759843237825,0.010606364610373694,10,18000,180000
NHS-CNG-PHASE-v2,1.0,0.6,0.45,0.04,18,0.8500000000000001,2.6703537555513246,-0.4009529358847656,-0.2042957248827959,-0.4009529358847656,0.2042957248827959,0.022813018329474535,0.32257626366645453,0.6546107180040709,0.022905727995333247,0.3239398268310666,0.6531544451736001,0.0002538408510423579,0.004422378503336793,0.004609177134730531,0.003908685025844863,0.002585476973017639,0.00390868502584486,0.0025854769730176428,0.013392330282925835,0.00886575773654002,10,18000,180000
NHS-CNG-PHASE-v2,1.0,0.6,0.45,0.04,18,0.875,2.748893571891069,-0.415745789630079,-0.17220754456429047,-0.415745789630079,0.17220754456429047,0.02222148940526043,0.3472430490026072,0.6305354615921324,0.022198217025392545,0.3477567087249415,0.6300450742496658,0.00037636648231048153,0.0046129761899818085,0.004884235038598976,0.003916361982459632,0.0026855607610157747,0.003916361982459632,0.0026855607610157908,0.015032318674174613,0.007227391167696744,10,18000,180000
NHS-CNG-PHASE-v2,1.0,0.6,0.45,0.04,18,0.9000000000000001,2.8274333882308142,-0.42797543233281915,-0.1390576474687262,-0.42797543233281915,0.1390576474687262,0.021757419637694536,0.3735404201004529,0.6047021602618524,0.02179234025575274,0.3744561989386454,0.6037514608056018,0.00024384384477935448,0.005982725271348361,0.006151937810474132,0.0049428715293753644,0.003421373198177395,0.004942871529375353,0.0034213731981773974,0.014072914604078937,0.0059529043069168255,10,18000,180000
NHS-CNG-PHASE-v2,1.0,0.6,0.45,0.04,18,0.925,2.9059732045705586,-0.43756646417895445,-0.10505041373515749,-0.43756646417895445,0.10505041373515749,0.021408852721959165,0.40123659014005897,0.5773545571379819,0.02135131995872927,0.4002960587629495,0.5783526212783212,0.00021345390065813732,0.004105027121921867,0.004205395968013681,0.0033794164084278303,0.0025320516041392725,0.003379416408427828,0.0025320516041392655,0.01340675734356287,0.00782745658120359,10,18000,180000
NHS-CNG-PHASE-v2,1.0,0.6,0.45,0.04,18,0.9500000000000002,2.984513020910304,-0.444459753267812,-0.07039550926810374,-0.444459753267812,0.07039550926810374,0.021166508840226087,0.43003681528384435,0.5487966758759295,0.02115380987301257,0.4290631917409371,0.5497829983860503,0.00019987955499437639,0.006581525522937899,0.006681104926008545,0.005357694516719985,0.0037636354925272295,0.00535769451671998,0.003763635492527235,0.014464051817428453,0.008581208746411013,10,18000,180000
NHS-CNG-PHASE-v2,1.0,0.6,0.45,0.04,18,0.9750000000000001,3.0630528372500487,-0.44861280017990757,-0.035306593077530084,-0.44861280017990757,0.035306593077530084,0.02102375785443294,0.45959180364491514,0.5193844385006519,0.020980562155496683,0.4595453711183037,0.5194740667261997,0.00020939438750404177,0.006559778137008616,0.0067286108663166455,0.005123037095557739,0.0040202745719837415,0.005123037095557737,0.004020274571983748,0.011417694696976222,0.006635703876679202,10,18000,180000
NHS-CNG-PHASE-v2,1.0,0.6,0.45,0.04,18,1.0,3.141592653589793,-0.45,-5.5109105961630896e-17,-0.45,5.5109105961630896e-17,0.020976617104811728,0.48951169144759404,0.48951169144759427,0.02097771551192116,0.48938958616569384,0.489632698322385,0.00012268878964601457,0.004377949857432745,0.004397785828602202,0.003592256881427507,0.002303395616811949,0.0035922568814275137,0.002303395616811945,0.011814810246992734,0.0034934018673408143,10,18000,180000
NHS-CNG-PHASE-v2,1.0,0.6,0.45,0.12,18,-1.0,-3.141592653589793,-0.45,5.5109105961630896e-17,-0.45,-5.5109105961630896e-17,0.020976617104811728,0.48951169144759404,0.48951169144759427,0.020989556866003473,0.48574404357671624,0.4932663995572802,0.0002416909016368764,0.005700129272379376,0.005625473028884456,0.005756962871582182,0.0035011354004211718,0.005756962871582167,0.0035011354004211787,0.011923562014968367,0.007550896769479003,10,18000,180000
NHS-CNG-PHASE-v2,1.0,0.6,0.45,0.12,18,-0.975,-3.0630528372500483,-0.44861280017990757,0.035306593077530285,-0.44861280017990757,-0.035306593077530285,0.02102375785443294,0.5193844385006519,0.45959180364491514,0.0210148627479022,0.5213420201956342,0.4576431170564635,0.0002750922434886856,0.005732668603738452,0.005640838168346227,0.004517915198225961,0.0038606533149400705,0.004517915198225958,0.003860653314940076,0.013251323729098341,0.004398601169177841,10,18000,180000
NHS-CNG-PHASE-v2,1.0,0.6,0.45,0.12,18,-0.95,-2.9845130209103035,-0.44445975326781195,0.07039550926810394,-0.44445975326781195,-0.07039550926810394,0.021166508840226087,0.5487966758759295,0.4300368152838444,0.021364191470598308,0.5449875452853432,0.43364826324405864,0.00021921988087728977,0.004847682239852606,0.004851557547781006,0.004937512168897077,0.003593931348435639,0.004937512168897057,0.0035939313484356326,0.013537228006534069,0.006136801987380013,10,18000,180000
NHS-CNG-PHASE-v2,1.0,0.6,0.45,0.12,18,-0.925,-2.9059732045705586,-0.43756646417895445,0.10505041373515749,-0.43756646417895445,-0.10505041373515749,0.02140885272195917,0.5773545571379817,0.40123659014005925,0.02118323562741876,0.5801450652251539,0.3986716991474274,0.00018175391798038397,0.005728149514313502,0.0057442451534200165,0.005074190475496787,0.00366236304228112,0.005074190475496759,0.00366236304228112,0.016131133610892533,0.006846758836481953,10,18000,180000
