test_id,beta,coupling,num_spins,alpha2,alpha4,alpha6,alpha6_used,chi4,chi6,stability_rel_2,stability_rel_4,stability_rel_6,k6_resolved,p0_ed,p1_ed,p2_ed,p0_k2,p1_k2,p2_k2,p0_k24,p1_k24,p2_k24,p0_k246,p1_k246,p2_k246,td_k2,td_k24,td_k246,td_ed_hmf_exact,fro_k2,fro_k24,fro_k246,improvement_24,improvement_246,shift_lvl1_ed,shift_lvl1_k2,shift_lvl1_k24,shift_lvl1_k246,shift_lvl2_ed,shift_lvl2_k2,shift_lvl2_k24,shift_lvl2_k246,trace_err_ed,trace_err_k2,trace_err_k24,trace_err_k246,herm_err_ed,herm_err_k2,herm_err_k24,herm_err_k246
NHS-CNG-1-v2,0.75,0.62,5,0.6063521393113693,-0.02000788652269177,-0.13029595015414883,0.0,-0.05441910403745632,-0.5844618584786423,5.477597266093984e-10,0.00044514549196125356,1.0185335497835497,0,0.32195157556730736,0.2546765374771929,0.4233718869554998,0.2940471891020012,0.23592273706180028,0.4700300738361984,0.3281191171535008,0.2593386908500289,0.41254219199647035,0.3281191171535008,0.2593386908500289,0.41254219199647035,0.04665818688069864,0.010829694959029468,0.010829694959029468,1.1102230246251565e-16,0.05750953153190987,0.01330625928632457,0.01330625928632457,4.308356519478554,4.308356519478554,0.5874574822348915,0.6063521393113696,0.5863442527886775,0.5863442527886775,2.1651330805171862,2.4254085572454773,2.105282372882409,2.105282372882409,2.220446049250313e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NHS-CNG-1-v2,0.75,0.75,5,0.8872868847387858,-0.04285944408400592,-0.016357500235802232,0.0,-0.054440036711549324,-0.023416649142824174,1.4865905416730265e-10,4.913354792569653e-05,1.1605603448275863,0,0.22294654283437912,0.2143925766302527,0.5626608805353682,0.17532827762085215,0.17366449571850034,0.6510072266606476,0.23927644829096945,0.2295085196306091,0.5312150320784216,0.23927644829096945,0.2295085196306091,0.5312150320784216,0.08834634612527932,0.03144584845694667,0.03144584845694667,2.7755575615628914e-17,0.10831136888797818,0.038522706683051945,0.038522706683051945,2.809475668822757,2.809475668822757,0.8478357069060504,0.8872868847387858,0.8444274406547797,0.8444274406547797,3.0343267713794466,3.5491475389551432,2.8633964336110482,2.8633964336110482,0.0,1.1102230246251565e-16,0.0,0.0,0.0,0.0,0.0,0.0
NHS-CNG-1-v2,1.0,0.2,5,0.0743301941790823,-0.00036340672126779975,-0.01776762956647484,0.0,-0.06577523685114799,-43.26469914126316,1.976929113730143e-09,0.006976194133754688,1.0405505952380953,0,0.6027499807576756,0.2638736246375218,0.1333763946048026,0.6022374192760587,0.26374479392392475,0.1340177868000166,0.6027635206580603,0.2638792826514691,0.1333571966904706,0.6027635206580603,0.2638792826514691,0.1333571966904706,0.0006413921952140578,1.91979143319837e-05,1.91979143319837e-05,1.3877787807814457e-17,0.000831083974869447,2.416406296451876e-05,2.416406296451876e-05,33.4094727230603,33.4094727230603,0.07396780884360021,0.07433019417908215,0.07396678745781449,0.07396678745781449,0.2916726806986283,0.2973207767163293,0.2915062691760444,0.2915062691760444,0.0,2.220446049250313e-16,0.0,0.0,0.0,0.0,0.0,0.0
NHS-CNG-1-v2,1.0,0.3,5,0.16724293724930164,-0.0018538554322200208,0.027920560747317604,0.0,-0.06627966293383497,5.9687141042257155,4.339152213057177e-10,0.0012620914327963423,0.953125,0,0.5575124223768138,0.26744482830525246,0.17504274931793395,0.554543995052108,0.266503954657413,0.17895205029047898,0.5577362946750899,0.2675416733173086,0.17472203200760145,0.5577362946750899,0.2675416733173086,0.17472203200760145,0.003909300972545091,0.0003207173103323968,0.0003207173103323968,0.0,0.0049979433867541586,0.00040293591977200806,0.00040293591977200806,12.189242197414993,12.189242197414993,0.1654285103613088,0.1672429372493015,0.16538908181708167,0.16538908181708167,0.6415454405320586,0.6689717489972067,0.6393100620816863,0.6393100620816863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NHS-CNG-1-v2,1.0,0.4,5,0.29732077730411133,-0.005855355637937221,0.04611122911299422,0.0,-0.06623732101252623,1.754409296775588,5.019306215042147e-10,0.0007834807331710716,0.9724770642201835,0,0.4891320793600502,0.2662152613327587,0.24465265930719124,0.4783991537483236,0.26184853110227496,0.2597523151494014,0.4905443785954684,0.2669285909005111,0.24252703050402055,0.4905443785954684,0.2669285909005111,0.24252703050402055,0.01509965584221025,0.0021256288031706316,0.0021256288031706316,0.0,0.019033224415370847,0.0026498539604026218,0.0026498539604026218,7.1036183832695965,7.1036183832695965,0.2916726806986284,0.2973207773041112,0.29146542166617406,0.29146542166617406,1.1072069335744925,1.1892831092164453,1.0955974190094497,1.0955974190094497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NHS-CNG-1-v2,1.0,0.5,5,0.46456371471050184,-0.014285012359105077,0.01649851316886949,0.0,-0.06618964457694289,0.16455419208760527,1.5875075306494584e-10,0.00012031219703305876,0.952724358974359,0,0.3973367620854365,0.25361537835191916,0.34904785956264445,0.36941707667661233,0.23900632345488765,0.39157659986849996,0.4030286576571206,0.2570540496181696,0.3399172927247098,0.4030286576571206,0.2570540496181696,0.3399172927247098,0.04252874030585557,0.009130566837934617,0.009130566837934617,1.1102230246251565e-16,0.05293039835779709,0.011295547178348004,0.011295547178348004,4.657842285230541,4.657842285230541,0.45103467258387675,0.464563714710502,0.45027870235139683,0.45027870235139683,1.6704248578882113,1.8582548588420074,1.6296946610963263,1.6296946610963263,1.1102230246251565e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NHS-CNG-1-v2,1.0,0.62,5,0.7143131678790136,-0.03377429508905689,0.07191659586430292,0.0,-0.0661925300528001,0.19731638659255585,2.482498715356718e-11,0.0001695693730551859,0.9513786764705883,0,0.2687350938336436,0.21635547319027215,0.5149094329760844,0.21235995622040965,0.17637208970670998,0.6112679540728804,0.287380075316955,0.23075222519976485,0.48186769948328007,0.287380075316955,0.23075222519976485,0.48186769948328007,0.09635852109679606,0.03304173349280419,0.03304173349280419,1.1102230246251565e-16,0.11858242569481511,0.04057903344271959,0.04057903344271959,2.9162671237506643,2.9162671237506643,0.6831966511042752,0.7143131678790136,0.6805388727899565,0.6805388727899565,2.4502649138013908,2.857252671516054,2.316863950091144,2.316863950091144,1.1102230246251565e-16,0.0,2.220446049250313e-16,2.220446049250313e-16,0.0,0.0,0.0,0.0
NHS-CNG-1-v2,1.0,0.75,5,1.045268358253405,-0.07230932816392989,0.03257398753853721,0.0,-0.0661818219198242,0.028522495102348482,7.652517924797767e-12,1.7733580752773794e-05,0.7252435064935064,0,0.1426932906704938,0.1547212181751686,0.7025854911543375,0.07708402079667045,0.08913609547387864,0.8337798837294509,0.18258595827458213,0.19640524405768756,0.6210087976677303,0.18258595827458213,0.19640524405768756,0.6210087976677303,0.13119439257511334,0.08157669348660726,0.08157669348660726,0.0,0.16067966036892284,0.09991866623685815,0.09991866623685815,1.6082337609902269,1.6082337609902269,0.9809273987393885,1.0452683582534048,0.972959030089475,0.972959030089475,3.3940695830447716,4.18107343301362,3.024124182390742,3.024124182390742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NHS-CNG-1-v2,1.3,0.2,5,0.08293590849007035,-0.0005273581332445605,0.04816134021681824,0.0,-0.0766691124309056,84.42493677033862,4.3665289686251994e-10,0.0027451215194617485,1.0193201013513513,0,0.6701551962837563,0.23151615981553736,0.09832864390070639,0.6693582479295226,0.23139728817693758,0.09924446389353975,0.6701901229441501,0.23152608681030376,0.09828379024554608,0.6701901229441501,0.23152608681030376,0.09828379024554608,0.0009158199928334942,4.485365516020828e-05,4.485365516020828e-05,9.71445146547012e-17,0.0012198292524171787,5.7708467425437166e-05,5.7708467425437166e-05,20.417956787743794,20.417956787743794,0.08241565700222331,0.08293590849007038,0.08240855035682593,0.08240855035682593,0.3236969658333053,0.3317436339602813,0.3233059038283683,0.3233059038283683,2.220446049250313e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NHS-CNG-1-v2,1.3,0.3,5,0.18660579408940695,-0.0026568561286514796,-0.09567185151178759,0.0,-0.07629881425712433,-14.72342354529797,9.419346663372597e-10,0.002813850471748921,0.9929315476190477,0,0.6112508885056944,0.24098140905502619,0.14776770243927936,0.6061444015811981,0.23977614920199553,0.15407944921680644,0.6117174956452274,0.2411463925072726,0.14713611184750014,0.6117174956452274,0.2411463925072726,0.14713611184750014,0.006311746777527036,0.000631590591779238,0.000631590591779238,1.3877787807814457e-17,0.008207740700521854,0.0008024016686187899,0.0008024016686187899,9.993414815990802,9.993414815990802,0.18400945791427648,0.18660579408940692,0.1839489379607555,0.1839489379607555,0.707795360151457,0.7464231763576279,0.7039134782992045,0.7039134782992045,0.0,0.0,1.1102230246251565e-16,1.1102230246251565e-16,0.0,0.0,0.0,0.0
NHS-CNG-1-v2,1.3,0.4,5,0.33174363410513824,-0.008414567537352443,-0.05955084634917391,0.0,-0.07645864634414279,-1.631098335662275,4.4715577840932295e-10,0.0007891890393853109,0.9728483606557378,0,0.5157443630497023,0.24381683760690942,0.2404387993433883,0.49544298129311587,0.23668236222147523,0.26787465648540887,0.5191067276740939,0.24528904472691038,0.23560422759899574,0.5191067276740939,0.24528904472691038,0.23560422759899574,0.027435857142020584,0.00483457174439253,0.00483457174439253,1.3877787807814457e-17,0.0348679379569453,0.006070088436194343,0.006070088436194343,5.674930188768547,5.674930188768547,0.3236969658333049,0.3317436341051383,0.3233290665677857,0.3233290665677857,1.2129648940796285,1.326974536420553,1.192341455822914,1.192341455822914,0.0,0.0,1.1102230246251565e-16,1.1102230246251565e-16,0.0,0.0,0.0,0.0
NHS-CNG-1-v2,1.3,0.5,5,0.5183494284250262,-0.020551876914448642,-0.03742266300631147,0.0,-0.07649027852054542,-0.26869947434046176,2.4760049498279194e-10,0.000390987881245372,0.9710597826086955,0,0.38235743592375027,0.22707651608736576,0.39056604798888395,0.3294189109032407,0.2005742461519006,0.47000684294485867,0.39630737356661805,0.23493923893978277,0.36875338749359926,0.39630737356661805,0.23493923893978277,0.36875338749359926,0.07944079495597473,0.021812660495284728,0.021812660495284728,2.7755575615628914e-17,0.09907420272864473,0.027059477614624673,0.027059477614624673,3.6419580716963686,3.6419580716963686,0.49917782208287065,0.5183494284250262,0.49779755151057764,0.49779755151057764,1.8163394036167444,2.0733977137001047,1.7445676830689265,1.7445676830689265,0.0,0.0,1.1102230246251565e-16,1.1102230246251565e-16,0.0,0.0,0.0,0.0
NHS-CNG-1-v2,1.3,0.62,5,0.7970140813348942,-0.048610433324833946,-0.026683985795804704,0.0,-0.07652397192020317,-0.052705109210179575,6.404012440374295e-11,2.2466288423459515e-05,1.1070884146341462,0,0.20789885467814426,0.17178974473293854,0.6203114005889173,0.12576301929473496,0.11000410051590508,0.7642328801893599,0.24801729014576124,0.20365414847077348,0.5483285613834654,0.24801729014576124,0.20365414847077348,0.5483285613834654,0.14392147960044271,0.07198283920545191,0.07198283920545191,6.938893903907228e-17,0.17685348053070657,0.08835359771970262,0.08835359771970262,1.9993859812845816,1.9993859812845816,0.7532458683592764,0.797014081334894,0.7484036480100602,0.7484036480100602,2.640899942398863,3.188056325339576,2.4102893921422335,2.4102893921422335,0.0,2.220446049250313e-16,0.0,0.0,0.0,0.0,0.0,0.0
NHS-CNG-1-v2,1.3,0.75,5,1.1662862141163817,-0.10407879580862482,-0.09794975273825873,0.0,-0.0765159499636031,-0.06174302703640781,2.27907604491017e-10,9.418386476205771e-05,1.1649709302325582,0,0.07693763208574522,0.09679171489046048,0.8262706530237943,0.02279360492303773,0.03222208506837403,0.9449843100085883,0.14300309140045991,0.17657326546221247,0.6804236431373276,0.14300309140045991,0.17657326546221247,0.6804236431373276,0.11871365698479391,0.14584700988646665,0.14584700988646665,0.0,0.14558071688056967,0.17888848766457927,0.17888848766457927,0.8139601701619082,0.8139601701619082,1.076589446083793,1.1662862141163814,1.0622074183077568,1.0622074183077568,3.6260978970868267,4.665144856465527,2.9998841235275293,2.9998841235275293,0.0,1.1102230246251565e-16,2.220446049250313e-16,2.220446049250313e-16,0.0,0.0,0.0,0.0
NHS-CNG-1-v2,1.7,0.2,5,0.08928870532694139,-0.000698978920414649,0.12989779599019421,0.0,-0.08767404156595322,182.47871092891293,1.7114004415513363e-09,0.021605327662028623,0.9794061302681992,0,0.748339859232215,0.18838796546056524,0.06327217530721978,0.74734024292827,0.18835177530237185,0.06430798176935809,0.7484140430296754,0.18839840445512696,0.06318755251519773,0.7484140430296754,0.18839840445512696,0.06318755251519773,0.0010358064621383278,8.462279202213485e-05,8.462279202213485e-05,7.632783294297951e-17,0.0014399435786412484,0.00011301869466032768,0.00011301869466032768,12.240277558643907,12.240277558643907,0.08861544144491873,0.08928870532694144,0.08858972640652685,0.08858972640652685,0.34681672462200974,0.35715482130776555,0.34597115858113114,0.34597115858113114,1.1102230246251565e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NHS-CNG-1-v2,1.7,0.3,5,0.20089958671849334,-0.0034700852428477037,0.186137071648784,0.0,-0.08597695437182681,22.955975213064217,9.505310696769186e-10,0.003375680097585506,0.981951871657754,0,0.6793293463496353,0.20580748600116702,0.11486316764919774,0.671821181717897,0.20469508955823965,0.12348372872386339,0.6802053976337363,0.2060306533548384,0.11376394901142516,0.6802053976337363,0.2060306533548384,0.11376394901142516,0.008620561074665668,0.0010992186377725768,0.0010992186377725768,6.938893903907228e-18,0.011485818874837097,0.0014232185825608723,0.0014232185825608723,7.842444422279912,7.842444422279912,0.19755008337259317,0.2008995867184934,0.19742950147564564,0.19742950147564564,0.7544914807488352,0.8035983468739734,0.7480769829884102,0.7480769829884102,0.0,0.0,2.220446049250313e-16,2.220446049250313e-16,0.0,0.0,0.0,0.0
NHS-CNG-1-v2,1.7,0.4,5,0.3571548206965306,-0.010942036028963832,0.17120629050048586,0.0,-0.08577981547416076,3.7579428261876204,7.099090640390733e-10,0.0012544652245929004,0.9733375726744187,0,0.5532685959762805,0.2160331833427966,0.2306982206809229,0.5183321408763454,0.20598007288993295,0.2756877862337217,0.5602157771607116,0.21852135838565567,0.2212628644536326,0.5602157771607116,0.21852135838565567,0.2212628644536326,0.04498956555279879,0.009435356227290276,0.009435356227290276,1.3877787807814457e-17,0.05784187007140105,0.011978325784060405,0.011978325784060405,4.768189400488514,4.768189400488514,0.3468167246220093,0.3571548206965306,0.3462127846675668,0.3462127846675668,1.285451095199455,1.4286192827861224,1.2535467063227008,1.2535467063227008,0.0,0.0,2.220446049250313e-16,2.220446049250313e-16,0.0,0.0,0.0,0.0
NHS-CNG-1-v2,1.7,0.5,5,0.5580544071510172,-0.026694114655886458,0.21251478501077747,0.0,-0.08571610673964307,1.2228115248714995,5.010965216514139e-10,0.0006006926725091722,0.9738729508196722,0,0.3637478820038919,0.1950952637212122,0.44115685427489587,0.27441097654248875,0.1534415003513692,0.572147523106142,0.39322290497372875,0.21012217274933873,0.3966549222769326,0.39322290497372875,0.21012217274933873,0.3966549222769326,0.13099066883124616,0.044501931997963304,0.044501931997963304,0.0,0.16393496881735686,0.05545274497771366,0.05545274497771366,2.943482742215352,2.943482742215352,0.5335452796326482,0.5580544071510172,0.5313602924951308,0.5313602924951308,1.9134938206100245,2.2322176286040687,1.8051117941098853,1.8051117941098853,0.0,0.0,1.1102230246251565e-16,1.1102230246251565e-16,0.0,0.0,0.0,0.0
NHS-CNG-1-v2,1.7,0.62,5,0.8580644561735298,-0.0630854469231026,0.17817398836969167,0.0,-0.08568195342463086,0.2820230235351988,2.349530680746632e-10,0.0002211954646342398,0.9308222765363128,0,0.14298980168979664,0.12114679752695416,0.7358634007832492,0.05565689686047549,0.051827224377691994,0.8925158787618326,0.21187640479699718,0.17723338513981196,0.6108902100631909,0.21187640479699718,0.17723338513981196,0.6108902100631909,0.15665247797858337,0.12497319072005833,0.12497319072005833,2.0816681711721685e-17,0.19228166408774844,0.15332764850624891,0.15332764850624891,1.2534886648568258,1.2534886648568258,0.8024880600593844,0.8580644561735294,0.7949790092504272,0.7949790092504272,2.763688937576239,3.432257824694119,2.4228906739244778,2.4228906739244778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NHS-CNG-1-v2,1.7,0.75,5,1.2556224156078217,-0.13507290178627182,0.24237634730737387,0.0,-0.08567421020757546,0.1224371059495159,2.1374745649933773e-10,0.00014346021626995207,0.8804222279260779,0,0.03223155794288056,0.04868717254031144,0.919081269516808,0.004127906003735938,0.007555897347913065,0.988316196648351,0.1172290920439379,0.1705560949865271,0.712214812969535,0.1172290920439379,0.1705560949865271,0.712214812969535,0.06923492713154294,0.20686645654727298,0.20686645654727298,1.3877787807814457e-17,0.08529403370798831,0.25469657615658464,0.25469657615658464,0.3346841643015306,0.3346841643015306,1.1426291558359352,1.2556224156078217,1.1205495138215498,1.1205495138215498,3.7708403047392474,5.022489662431287,2.8613232338509382,2.8613232338509382,0.0,1.1102230246251565e-16,0.0,0.0,0.0,0.0,0.0,0.0
NHS-CNG-1-v2,2.2,0.2,5,0.0930177420877404,-0.0008093818669282583,0.12191209031542258,0.0,-0.09354528099340025,151.47794249373192,1.5157333990227909e-09,0.012341038840245011,0.9824526813880126,0,0.8256110438820863,0.1396353245229405,0.034753631594973286,0.8246452619969189,0.13971328257206378,0.035641455431017155,0.8256770799409555,0.13963922680845653,0.03468369325058792,0.8256770799409555,0.13963922680845653,0.03468369325058792,0.0009657818851670774,6.993834438543539e-05,6.993834438543539e-05,1.249000902703301e-16,0.00131417018341895,9.626713311730133e-05,9.626713311730133e-05,13.809047006382965,13.809047006382965,0.09223201267321934,0.09301774208774038,0.09220836022081202,0.09220836022081202,0.3600728642943496,0.37207096835096154,0.3591208584801091,0.3591208584801091,2.220446049250313e-16,2.220446049250313e-16,0.0,0.0,0.0,0.0,0.0,0.0
NHS-CNG-1-v2,2.2,0.3,5,0.2092899194232551,-0.004051906480456863,0.07576240312977366,0.0,-0.09250448540531969,8.264352051472985,7.595803338914801e-10,0.0021091935613036634,0.9808058375634517,0,0.7557918752230454,0.163960357550666,0.08024776722628865,0.746798277169026,0.1634051872184725,0.08979653561250149,0.7569306625549385,0.16415240296498793,0.07891693448007375,0.7569306625549385,0.16415240296498793,0.07891693448007375,0.009548768386212846,0.0013308327462150174,0.0013308327462150174,1.1796119636642288e-16,0.0131290516698102,0.0017620538660439397,0.0017620538660439397,7.175032635295621,7.175032635295621,0.20539028881744326,0.20928991942325503,0.2052380129427982,0.2052380129427982,0.780614953610653,0.8371596776930202,0.7723291740057103,0.7723291740057103,1.1102230246251565e-16,2.220446049250313e-16,0.0,0.0,0.0,0.0,0.0,0.0
