test_id,record_type,coupling,beta,cutoff,mode_count,lambda_disc,lambda_cont,p0_ed,p1_ed,p2_ed,p0_analytic,p1_analytic,p2_analytic,p0_hs_scalar,p1_hs_scalar,p2_hs_scalar,p0_hs_path,p1_hs_path,p2_hs_path,td_ed_analytic,td_hs_scalar_analytic,td_hs_path_analytic,td_hs_scalar_ed,td_hs_path_ed,td_ed_hmf_exact,lambda_est_ed,lambda_est_analytic,lambda_est_hs_scalar,lambda_est_hs_path,trace_err_ed,trace_err_analytic,trace_err_hs_scalar,trace_err_hs_path,herm_err_ed,herm_err_analytic,herm_err_hs_scalar,herm_err_hs_path,mc_method,mc_M,mc_error_to_analytic,mc_error_to_ed,mc_error_std_to_analytic,mc_error_std_to_ed,mc_scaling_reps
NHS-CG-1-v2,benchmark,0.2,1.0,10,2,0.005109694545088781,0.009269183885671987,0.6339688438645719,0.2590729042294524,0.10695825190597578,0.6339688438628148,0.25907290422963275,0.10695825190755251,0.6339618309181416,0.2590767229544868,0.10696144612737164,0.6338349456060285,0.25913090703396957,0.10703414736000207,1.7570597754534845e-12,7.012944673194521e-06,0.0001338982567863703,7.0129464302542965e-06,0.00013389825854343007,0.0,0.005109694540710585,0.005109694545088805,0.005119925984975959,0.005339833843129582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,nan,nan,nan,nan,nan,nan
NHS-CG-1-v2,benchmark,0.2,1.0,12,2,0.005109694545088781,0.009269183885671987,0.633968843862827,0.2590729042296318,0.10695825190754132,0.6339688438628148,0.25907290422963275,0.10695825190755251,0.6339618309181416,0.2590767229544868,0.10696144612737164,0.6338349456060285,0.25913090703396957,0.10703414736000207,1.2150003225741557e-14,7.012944673194521e-06,0.0001338982567863703,7.012944685344524e-06,0.0001338982567985203,9.020562075079397e-17,0.00510969454505783,0.005109694545088805,0.005119925984975959,0.005339833843129582,1.1102230246251565e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,nan,nan,nan,nan,nan,nan
NHS-CG-1-v2,benchmark,0.2,1.3,4,2,0.005109694545088781,0.009269183885671987,0.7085384472510069,0.22137229162961497,0.07008926111937809,0.7085380246984159,0.22137239527176122,0.0700895800298229,0.7086122474521416,0.22133591204886396,0.07005184049899457,0.7085517415735417,0.22136157764883257,0.07008668077762566,4.225525911047412e-07,7.422275372568482e-05,1.371687512591313e-05,7.380020113458008e-05,1.329432253480839e-05,9.71445146547012e-17,0.005108704848278467,0.005109694545088861,0.004985975041863322,0.005098016655256443,2.220446049250313e-16,1.1102230246251565e-16,0.0,0.0,0.0,0.0,0.0,0.0,,nan,nan,nan,nan,nan,nan
NHS-CG-1-v2,benchmark,0.2,1.3,6,2,0.005109694545088781,0.009269183885671987,0.7085380255296686,0.22137239510213597,0.07008957936819549,0.7085380246984159,0.22137239527176122,0.0700895800298229,0.7086122474521416,0.22133591204886396,0.07005184049899457,0.7085517415735417,0.22136157764883257,0.07008668077762566,8.312527402520864e-10,7.422275372568482e-05,1.371687512591313e-05,7.422192247294457e-05,1.3716043873172878e-05,6.938893903907228e-18,0.0051096925041400065,0.005109694545088861,0.004985975041863322,0.005098016655256443,0.0,1.1102230246251565e-16,0.0,0.0,0.0,0.0,0.0,0.0,,nan,nan,nan,nan,nan,nan
NHS-CG-1-v2,benchmark,0.2,1.3,8,2,0.005109694545088781,0.009269183885671987,0.7085380246998686,0.22137239527151917,0.0700895800286122,0.7085380246984159,0.22137239527176122,0.0700895800298229,0.7086122474521416,0.22133591204886396,0.07005184049899457,0.7085517415735417,0.22136157764883257,0.07008668077762566,1.4527823388732486e-12,7.422275372568482e-05,1.371687512591313e-05,7.422275227290248e-05,1.3716873673130792e-05,2.0816681711721685e-17,0.005109694541372667,0.005109694545088861,0.004985975041863322,0.005098016655256443,0.0,1.1102230246251565e-16,0.0,0.0,0.0,0.0,0.0,0.0,,nan,nan,nan,nan,nan,nan
NHS-CG-1-v2,benchmark,0.2,1.3,10,2,0.005109694545088781,0.009269183885671987,0.7085380246984189,0.22137239527176011,0.07008958002982099,0.7085380246984159,0.22137239527176122,0.0700895800298229,0.7086122474521416,0.22133591204886396,0.07005184049899457,0.7085517415735417,0.22136157764883257,0.07008668077762566,3.0461744238152733e-15,7.422275372568482e-05,1.371687512591313e-05,7.422275372263865e-05,1.3716875122866956e-05,2.7755575615628914e-17,0.00510969454508281,0.005109694545088861,0.004985975041863322,0.005098016655256443,0.0,1.1102230246251565e-16,0.0,0.0,0.0,0.0,0.0,0.0,,nan,nan,nan,nan,nan,nan
NHS-CG-1-v2,benchmark,0.2,1.3,12,2,0.005109694545088781,0.009269183885671987,0.7085380246984164,0.2213723952717604,0.07008958002982313,0.7085380246984159,0.22137239527176122,0.0700895800298229,0.7086122474521416,0.22133591204886396,0.07005184049899457,0.7085517415735417,0.22136157764883257,0.07008668077762566,8.881784197001252e-16,7.422275372568482e-05,1.371687512591313e-05,7.422275372504644e-05,1.3716875125274752e-05,9.020562075079397e-17,0.0051096945450892495,0.005109694545088861,0.004985975041863322,0.005098016655256443,2.220446049250313e-16,1.1102230246251565e-16,0.0,0.0,0.0,0.0,0.0,0.0,,nan,nan,nan,nan,nan,nan
NHS-CG-1-v2,benchmark,0.2,1.7,4,2,0.005109694545088781,0.009269183885671987,0.7892845222293159,0.17239929612033475,0.03831618165034933,0.78928449769723,0.17239930323774585,0.03831619906502415,0.78943382743986,0.1723007540974717,0.03826541846266814,0.7893199841279899,0.17237751842841437,0.03830249744359587,2.453208592170797e-08,0.00014932974263014154,3.548643075983182e-05,0.00014930521054421983,3.5461898673910114e-05,1.734723475976807e-17,0.005109623136185348,0.005109694545088805,0.004886847310783704,0.005050486216546746,0.0,0.0,0.0,2.220446049250313e-16,0.0,0.0,0.0,0.0,,nan,nan,nan,nan,nan,nan
NHS-CG-1-v2,benchmark,0.2,1.7,6,2,0.005109694545088781,0.009269183885671987,0.7892844977045976,0.1723993032362526,0.03831619905914975,0.78928449769723,0.17239930323774585,0.03831619906502415,0.78943382743986,0.1723007540974717,0.03826541846266814,0.7893199841279899,0.17237751842841437,0.03830249744359587,7.36765509712356e-12,0.00014932974263014154,3.548643075983182e-05,0.00014932973526248644,3.5486423392176725e-05,1.1449174941446927e-16,0.0051096945211699385,0.005109694545088805,0.004886847310783704,0.005050486216546746,0.0,0.0,0.0,2.220446049250313e-16,0.0,0.0,0.0,0.0,,nan,nan,nan,nan,nan,nan
NHS-CG-1-v2,benchmark,0.2,1.7,8,2,0.005109694545088781,0.009269183885671987,0.7892844976972324,0.17239930323774535,0.038316199065022254,0.78928449769723,0.17239930323774585,0.03831619906502415,0.78943382743986,0.1723007540974717,0.03826541846266814,0.7893199841279899,0.17237751842841437,0.03830249744359587,2.418204525511669e-15,0.00014932974263014154,3.548643075983182e-05,0.00014932974262772333,3.548643075741362e-05,3.122502256758253e-17,0.005109694545081034,0.005109694545088805,0.004886847310783704,0.005050486216546746,0.0,0.0,0.0,2.220446049250313e-16,0.0,0.0,0.0,0.0,,nan,nan,nan,nan,nan,nan
NHS-CG-1-v2,benchmark,0.2,1.7,10,2,0.005109694545088781,0.009269183885671987,0.78928449769723,0.17239930323774608,0.03831619906502388,0.78928449769723,0.17239930323774585,0.03831619906502415,0.78943382743986,0.1723007540974717,0.03826541846266814,0.7893199841279899,0.17237751842841437,0.03830249744359587,3.677613769070831e-16,0.00014932974263014154,3.548643075983182e-05,0.00014932974263002358,3.548643075971386e-05,1.2836953722228372e-16,0.005109694545087751,0.005109694545088805,0.004886847310783704,0.005050486216546746,2.220446049250313e-16,0.0,0.0,2.220446049250313e-16,0.0,0.0,0.0,0.0,,nan,nan,nan,nan,nan,nan
NHS-CG-1-v2,benchmark,0.2,1.7,12,2,0.005109694545088781,0.009269183885671987,0.78928449769723,0.17239930323774608,0.038316199065023884,0.78928449769723,0.17239930323774585,0.03831619906502415,0.78943382743986,0.1723007540974717,0.03826541846266814,0.7893199841279899,0.17237751842841437,0.03830249744359587,3.642919299551295e-16,0.00014932974263014154,3.548643075983182e-05,0.00014932974263002705,3.548643075971733e-05,1.249000902703301e-16,0.005109694545087751,0.005109694545088805,0.004886847310783704,0.005050486216546746,2.220446049250313e-16,0.0,0.0,2.220446049250313e-16,0.0,0.0,0.0,0.0,,nan,nan,nan,nan,nan,nan
NHS-CG-1-v2,benchmark,0.2,2.2,4,2,0.005109694545088781,0.009269183885671987,0.862388695393202,0.12041539818559015,0.017195906421207954,0.8623886943682988,0.12041539842222193,0.01719590720947917,0.8624172197849214,0.12039483150267437,0.017187948712404325,0.862410729784031,0.1203967007121991,0.017192569503769992,1.024902985397036e-09,2.85254166223943e-05,2.203541573200969e-05,2.8524391719408904e-05,2.2034390829024295e-05,1.1622647289044608e-16,0.005109689200875456,0.005109694545088805,0.0050533312217129756,0.005084732162973782,0.0,2.220446049250313e-16,0.0,0.0,0.0,0.0,0.0,0.0,,nan,nan,nan,nan,nan,nan
NHS-CG-1-v2,benchmark,0.2,2.2,6,2,0.005109694545088781,0.009269183885671987,0.8623886943683399,0.1204153984222182,0.01719590720944196,0.8623886943682988,0.12041539842222193,0.01719590720947917,0.8624172197849214,0.12039483150267437,0.017187948712404325,0.862410729784031,0.1203967007121991,0.017192569503769992,4.081977811321025e-14,2.85254166223943e-05,2.203541573200969e-05,2.8525416581574523e-05,2.2035415691189914e-05,1.214306433183765e-16,0.005109694544837506,0.005109694545088805,0.0050533312217129756,0.005084732162973782,2.220446049250313e-16,2.220446049250313e-16,0.0,0.0,0.0,0.0,0.0,0.0,,nan,nan,nan,nan,nan,nan
NHS-CG-1-v2,benchmark,0.2,2.2,8,2,0.005109694545088781,0.009269183885671987,0.8623886943682991,0.12041539842222172,0.0171959072094792,0.8623886943682988,0.12041539842222193,0.01719590720947917,0.8624172197849214,0.12039483150267437,0.017187948712404325,0.862410729784031,0.1203967007121991,0.017192569503769992,1.3704315460216776e-16,2.85254166223943e-05,2.203541573200969e-05,2.8525416622281544e-05,2.2035415731896935e-05,1.1102230246251565e-16,0.005109694545088972,0.005109694545088805,0.0050533312217129756,0.005084732162973782,1.1102230246251565e-16,2.220446049250313e-16,0.0,0.0,0.0,0.0,0.0,0.0,,nan,nan,nan,nan,nan,nan
NHS-CG-1-v2,benchmark,0.2,2.2,10,2,0.005109694545088781,0.009269183885671987,0.8623886943682991,0.12041539842222172,0.0171959072094792,0.8623886943682988,0.12041539842222193,0.01719590720947917,0.8624172197849214,0.12039483150267437,0.017187948712404325,0.862410729784031,0.1203967007121991,0.017192569503769992,1.3704315460216776e-16,2.85254166223943e-05,2.203541573200969e-05,2.8525416622281544e-05,2.2035415731896935e-05,1.1102230246251565e-16,0.005109694545088972,0.005109694545088805,0.0050533312217129756,0.005084732162973782,1.1102230246251565e-16,2.220446049250313e-16,0.0,0.0,0.0,0.0,0.0,0.0,,nan,nan,nan,nan,nan,nan
NHS-CG-1-v2,benchmark,0.2,2.2,12,2,0.005109694545088781,0.009269183885671987,0.862388694368299,0.12041539842222168,0.017195907209479326,0.8623886943682988,0.12041539842222193,0.01719590720947917,0.8624172197849214,0.12039483150267437,0.017187948712404325,0.862410729784031,0.1203967007121991,0.017192569503769992,2.1510571102112408e-16,2.85254166223943e-05,2.203541573200969e-05,2.852541662233185e-05,2.203541573194724e-05,3.469446951953614e-18,0.005109694545089749,0.005109694545088805,0.0050533312217129756,0.005084732162973782,0.0,2.220446049250313e-16,0.0,0.0,0.0,0.0,0.0,0.0,,nan,nan,nan,nan,nan,nan
NHS-CG-1-v2,benchmark,0.2,2.8,4,2,0.005109694545088781,0.009269183885671987,0.9187173411893834,0.07498481657942999,0.006297842231186635,0.9187173411186245,0.07498481658736948,0.006297842294006128,0.9187727505686631,0.07493745268047766,0.006289796750859227,0.9187389597300231,0.07496436254054978,0.006296677729427263,7.075902017095181e-11,5.540945003874864e-05,2.16186113986324e-05,5.540937927972847e-05,2.161854063961223e-05,2.168404344971009e-17,0.0051096936476081045,0.005109694545088805,0.004990173605995463,0.005091081779699691,0.0,1.1102230246251565e-16,0.0,2.220446049250313e-16,0.0,0.0,0.0,0.0,,nan,nan,nan,nan,nan,nan
NHS-CG-1-v2,benchmark,0.2,2.8,6,2,0.005109694545088781,0.009269183885671987,0.9187173411186252,0.07498481658736922,0.006297842294005588,0.9187173411186245,0.07498481658736948,0.006297842294006128,0.9187727505686631,0.07493745268047766,0.006289796750859227,0.9187389597300231,0.07496436254054978,0.006296677729427263,7.906002241764298e-16,5.540945003874864e-05,2.16186113986324e-05,5.540945003795804e-05,2.16186113978418e-05,1.1188966420050406e-16,0.005109694545081034,0.005109694545088805,0.004990173605995463,0.005091081779699691,1.1102230246251565e-16,1.1102230246251565e-16,0.0,2.220446049250313e-16,0.0,0.0,0.0,0.0,,nan,nan,nan,nan,nan,nan
NHS-CG-1-v2,benchmark,0.2,2.8,8,2,0.005109694545088781,0.009269183885671987,0.9187173411186247,0.0749848165873692,0.0062978422940061455,0.9187173411186245,0.07498481658736948,0.006297842294006128,0.9187727505686631,0.07493745268047766,0.006289796750859227,0.9187389597300231,0.07496436254054978,0.006296677729427263,2.5847379792054426e-16,5.540945003874864e-05,2.16186113986324e-05,5.5409450038507516e-05,2.1618611398391274e-05,1.196959198423997e-16,0.005109694545089027,0.005109694545088805,0.004990173605995463,0.005091081779699691,1.1102230246251565e-16,1.1102230246251565e-16,0.0,2.220446049250313e-16,0.0,0.0,0.0,0.0,,nan,nan,nan,nan,nan,nan
NHS-CG-1-v2,benchmark,0.2,2.8,10,2,0.005109694545088781,0.009269183885671987,0.9187173411186247,0.0749848165873692,0.0062978422940061455,0.9187173411186245,0.07498481658736948,0.006297842294006128,0.9187727505686631,0.07493745268047766,0.006289796750859227,0.9187389597300231,0.07496436254054978,0.006296677729427263,2.5847379792054426e-16,5.540945003874864e-05,2.16186113986324e-05,5.5409450038507516e-05,2.1618611398391274e-05,1.196959198423997e-16,0.005109694545089027,0.005109694545088805,0.004990173605995463,0.005091081779699691,1.1102230246251565e-16,1.1102230246251565e-16,0.0,2.220446049250313e-16,0.0,0.0,0.0,0.0,,nan,nan,nan,nan,nan,nan
NHS-CG-1-v2,benchmark,0.2,2.8,12,2,0.005109694545088781,0.009269183885671987,0.9187173411186247,0.0749848165873692,0.006297842294006125,0.9187173411186245,0.07498481658736948,0.006297842294006128,0.9187727505686631,0.07493745268047766,0.006289796750859227,0.9187389597300231,0.07496436254054978,0.006296677729427263,2.5153490401663703e-16,5.540945003874864e-05,2.16186113986324e-05,5.540945003849711e-05,2.1618611398380866e-05,1.192622389734055e-16,0.005109694545088694,0.005109694545088805,0.004990173605995463,0.005091081779699691,1.1102230246251565e-16,1.1102230246251565e-16,0.0,2.220446049250313e-16,0.0,0.0,0.0,0.0,,nan,nan,nan,nan,nan,nan
NHS-CG-1-v2,benchmark,0.3,0.5,4,2,0.011496812726449753,0.020855663742761966,0.4862524581850897,0.31173077534365873,0.20201676647125152,0.4860667674660813,0.31171658776628824,0.20221664476763052,0.4861807856334469,0.3116893565864344,0.2021298577801187,0.4862807539790024,0.311659373646724,0.20205987237427372,0.00019987829637894972,0.00011401816736565651,0.0002139865129210522,0.00011309130886716368,7.140169693473086e-05,0.0,0.0108113729881259,0.011496812726449757,0.01116490476102,0.010888955593125194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,nan,nan,nan,nan,nan,nan
NHS-CG-1-v2,benchmark,0.3,0.5,6,2,0.011496812726449753,0.020855663742761966,0.48608772969809,0.3117183390754453,0.20219393122646462,0.4860667674660813,0.31171658776628824,0.20221664476763052,0.4861807856334469,0.3116893565864344,0.2021298577801187,0.4862807539790024,0.311659373646724,0.20205987237427372,2.27135411658419e-05,0.00011401816736565651,0.0002139865129210522,9.305593535689771e-05,0.0001930242809122934,9.71445146547012e-17,0.01141908551361931,0.011496812726449757,0.01116490476102,0.010888955593125194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,nan,nan,nan,nan,nan,nan
NHS-CG-1-v2,benchmark,0.3,0.5,8,2,0.011496812726449753,0.020855663742761966,0.48606888154148037,0.3117167792866945,0.20221433917182513,0.4860667674660813,0.31171658776628824,0.20221664476763052,0.4861807856334469,0.3116893565864344,0.2021298577801187,0.4862807539790024,0.311659373646724,0.20205987237427372,2.3055958053574965e-06,0.00011401816736565651,0.0002139865129210522,0.00011190409196655537,0.00021187243752195106,0.0,0.011488937216547368,0.011496812726449757,0.01116490476102,0.010888955593125194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,nan,nan,nan,nan,nan,nan
NHS-CG-1-v2,benchmark,0.3,0.5,10,2,0.011496812726449753,0.020855663742761966,0.4860669674227953,0.3117166072713695,0.20221642530583525,0.4860667674660813,0.31171658776628824,0.20221664476763052,0.4861807856334469,0.3116893565864344,0.2021298577801187,0.4862807539790024,0.311659373646724,0.20205987237427372,2.194617952228084e-07,0.00011401816736565651,0.0002139865129210522,0.00011381821065165054,0.00021378655620704623,1.1102230246251565e-16,0.01149606439738704,0.011496812726449757,0.01116490476102,0.010888955593125194,2.220446049250313e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,nan,nan,nan,nan,nan,nan
NHS-CG-1-v2,benchmark,0.3,0.5,12,2,0.011496812726449753,0.020855663742761966,0.4860667856224491,0.3117165896619483,0.20221662471560248,0.4860667674660813,0.31171658776628824,0.20221664476763052,0.4861807856334469,0.3116893565864344,0.2021298577801187,0.4862807539790024,0.311659373646724,0.20205987237427372,2.0052027954742258e-08,0.00011401816736565651,0.0002139865129210522,0.00011400001099777513,0.0002139683565531708,2.7755575615628914e-17,0.011496744469065068,0.011496812726449757,0.01116490476102,0.010888955593125194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,nan,nan,nan,nan,nan,nan
NHS-CG-1-v2,benchmark,0.3,0.75,4,2,0.011496812726449753,0.020855663742761966,0.5612424068290022,0.288210161534961,0.15054743163603693,0.5611977083335686,0.2882118714008563,0.1505904202655751,0.5612695946677378,0.28819079219790716,0.15053961313435502,0.5611844661749686,0.2882194632771405,0.15059607054789087,4.469849543349558e-05,7.18863341692133e-05,1.3242158599977016e-05,2.718783873571773e-05,5.7940654033472594e-05,1.1102230246251565e-16,0.011375094992970125,0.011496812726449812,0.011341636251637033,0.01151718495347076,1.1102230246251565e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,nan,nan,nan,nan,nan,nan
NHS-CG-1-v2,benchmark,0.3,0.75,6,2,0.011496812726449753,0.020855663742761966,0.5611991379405773,0.2882118438201701,0.15058901823925266,0.5611977083335686,0.2882118714008563,0.1505904202655751,0.5612695946677378,0.28819079219790716,0.15053961313435502,0.5611844661749686,0.2882194632771405,0.15059607054789087,1.4296070086211587e-06,7.18863341692133e-05,1.3242158599977016e-05,7.045672716059215e-05,1.4671765608598175e-05,9.71445146547012e-17,0.011492860173990094,0.011496812726449812,0.011341636251637033,0.01151718495347076,1.1102230246251565e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,nan,nan,nan,nan,nan,nan
