test_id,mode_set,beta,cutoff,lambda,beta_lambda,trace_distance,p0,p1,p2
NHS-CG-1,A,0.8,4,0.07999999999999997,0.06399999999999999,0.009461240740823856,0.5173133500707692,0.30966106377304087,0.17302558615618985
NHS-CG-1,A,0.8,6,0.07999999999999997,0.06399999999999999,0.0038673390289987453,0.5117791869294724,0.3096013252025125,0.17861948786801496
NHS-CG-1,A,1.2,4,0.07999999999999997,0.09599999999999996,0.006067944324813661,0.5976265398673332,0.2805748303858717,0.12179862974679513
NHS-CG-1,A,1.2,6,0.07999999999999997,0.09599999999999996,0.0014698308442540747,0.5930284263867736,0.2810577612776361,0.12591381233559032
NHS-CG-1,B,0.8,4,0.08000000000000003,0.06400000000000003,0.013351448165588808,0.5212398429127072,0.3096247783558678,0.16913537873142495
NHS-CG-1,B,0.8,6,0.08000000000000003,0.06400000000000003,0.007140474737321087,0.5150010576624484,0.3096525901778589,0.1753463521596927
NHS-CG-1,B,1.2,4,0.08000000000000003,0.09600000000000003,0.01059771183474368,0.6021563073772631,0.2799181483465507,0.11792554427618608
NHS-CG-1,B,1.2,6,0.08000000000000003,0.09600000000000003,0.0039024420884779046,0.5954610376309973,0.28082458819898526,0.12371437417001731
